STNAM,FIPST,LEAID,leanm10,ALL_MTH04numvalid_1011,ALL_MTH04pctprof_1011,ECD_MTH04numvalid_1011,ECD_MTH04pctprof_1011,HOM_MTH04numvalid_1011,HOM_MTH04pctprof_1011,ALL_MTH08numvalid_1011,ALL_MTH08pctprof_1011,ECD_MTH08numvalid_1011,ECD_MTH08pctprof_1011,HOM_MTH08numvalid_1011,HOM_MTH08pctprof_1011
CALIFORNIA,6,636570,Shasta Union Elementary,14.0,25.0,6.0,25.0,,,17.0,50.0,11.0,25.0,,
CALIFORNIA,6,636600,Shasta Union High,,,,,,,147.0,62.0,48.0,54.0,,
CALIFORNIA,6,636660,Shiloh Elementary,10.0,25.0,7.0,25.0,,,8.0,25.0,4.0,,,
CALIFORNIA,6,636670,Shoreline Unified,43.0,84.0,17.0,70.0,,,44.0,64.0,20.0,50.0,,
CALIFORNIA,6,636780,Sierra-Plumas Joint Unified,20.0,70.0,11.0,25.0,1.0,,26.0,30.0,15.0,25.0,1.0,
CALIFORNIA,6,636800,Sierra Sands Unified,370.0,70.0,193.0,57.0,12.0,25.0,391.0,45.0,176.0,32.0,13.0,25.0
CALIFORNIA,6,636805,Sierra Unified,91.0,77.0,43.0,54.0,,,124.0,62.0,53.0,54.0,,
CALIFORNIA,6,636810,Silver Fork Elementary,4.0,,2.0,,,,1.0,,1.0,,,
CALIFORNIA,6,636820,Silver Valley Unified,186.0,67.0,87.0,57.0,2.0,,154.0,42.0,67.0,27.0,2.0,
CALIFORNIA,6,636840,Simi Valley Unified,1461.0,79.0,497.0,65.0,2.0,,1475.0,61.0,433.0,47.0,,
CALIFORNIA,6,636940,Siskiyou Union High,,,,,,,,,,,,
CALIFORNIA,6,636960,Snelling-Merced Falls Union Elementary,11.0,25.0,10.0,25.0,,,7.0,25.0,5.0,,,
CALIFORNIA,6,636970,Snowline Joint Unified,625.0,69.0,377.0,61.0,20.0,40.0,702.0,55.0,393.0,50.0,12.0,25.0
CALIFORNIA,6,636972,Victor Valley Union High,,,,,,,1785.0,29.0,1346.0,26.0,59.0,15.0
CALIFORNIA,6,636990,Solana Beach Elementary,416.0,92.0,31.0,64.0,,,,,,,,
CALIFORNIA,6,637050,Soledad Unified,386.0,63.0,359.0,63.0,14.0,25.0,360.0,38.0,336.0,38.0,17.0,30.0
CALIFORNIA,6,637110,Solvang Elementary,50.0,45.0,15.0,25.0,1.0,,77.0,82.0,20.0,40.0,,
CALIFORNIA,6,637140,Somis Union,36.0,54.0,21.0,30.0,1.0,,71.0,27.0,29.0,30.0,1.0,
CALIFORNIA,6,637200,Sonoma Valley Unified,348.0,58.0,206.0,52.0,7.0,25.0,355.0,47.0,181.0,42.0,2.0,
CALIFORNIA,6,637230,Sonora Elementary,76.0,82.0,39.0,74.0,2.0,,78.0,57.0,22.0,50.0,2.0,
CALIFORNIA,6,637260,Sonora Union High,,,,,,,,,,,,
CALIFORNIA,6,637290,Soquel Union Elementary,191.0,72.0,65.0,57.0,,,232.0,67.0,63.0,42.0,,
CALIFORNIA,6,637320,Soulsbyville Elementary,54.0,74.0,21.0,70.0,3.0,,67.0,52.0,23.0,30.0,,
CALIFORNIA,6,637350,South Bay Union Elementary,89.0,42.0,60.0,34.0,,,19.0,50.0,11.0,25.0,2.0,
CALIFORNIA,6,637380,South Bay Union Elementary,1129.0,63.0,897.0,59.0,191.0,57.0,,,,,,
CALIFORNIA,6,637470,South Fork Union,33.0,64.0,23.0,50.0,2.0,,31.0,44.0,20.0,50.0,,
CALIFORNIA,6,637500,South Pasadena Unified,322.0,91.0,47.0,84.0,1.0,,365.0,83.0,40.0,84.0,2.0,
CALIFORNIA,6,637530,South San Francisco Unified,681.0,80.0,346.0,70.0,5.0,,648.0,42.0,268.0,37.0,2.0,
CALIFORNIA,6,637560,South Whittier Elementary,404.0,63.0,353.0,59.0,80.0,57.0,402.0,42.0,343.0,42.0,33.0,44.0
CALIFORNIA,6,637590,Southern Humboldt Joint Unified,62.0,72.0,43.0,64.0,1.0,,46.0,24.0,30.0,10.0,1.0,
CALIFORNIA,6,637620,Southern Kern Unified,241.0,57.0,164.0,57.0,5.0,,252.0,42.0,179.0,42.0,8.0,25.0
CALIFORNIA,6,637630,Southern Trinity Joint Unified,8.0,25.0,7.0,25.0,,,5.0,,3.0,,,
CALIFORNIA,6,637650,Southside Elementary,23.0,40.0,5.0,,1.0,,25.0,70.0,6.0,25.0,1.0,
CALIFORNIA,6,637680,Spencer Valley Elementary,166.0,52.0,49.0,54.0,,,293.0,17.0,79.0,12.0,,
CALIFORNIA,6,637710,Spreckels Union Elementary,99.0,82.0,15.0,25.0,2.0,,123.0,52.0,15.0,25.0,1.0,
CALIFORNIA,6,637770,Springville Union Elementary,27.0,40.0,8.0,25.0,,,44.0,34.0,9.0,25.0,1.0,
CALIFORNIA,6,637830,Saint Helena Unified,89.0,77.0,35.0,64.0,,,107.0,37.0,46.0,34.0,,
CALIFORNIA,6,637890,Standard Elementary,342.0,60.0,268.0,57.0,7.0,25.0,251.0,52.0,188.0,47.0,1.0,
CALIFORNIA,6,637950,Stanislaus Union Elementary,331.0,67.0,205.0,57.0,5.0,,333.0,39.0,182.0,32.0,6.0,25.0
CALIFORNIA,6,638010,Stockton Unified,3125.0,56.0,2849.0,55.0,14.0,25.0,2857.0,27.0,2496.0,26.0,10.0,25.0
CALIFORNIA,6,638040,Stone Corral Elementary,17.0,10.0,17.0,10.0,,,20.0,30.0,20.0,30.0,,
CALIFORNIA,6,638070,Stony Creek Joint Unified,7.0,25.0,5.0,,,,5.0,,3.0,,,
CALIFORNIA,6,638130,Strathmore Union Elementary,74.0,87.0,70.0,87.0,,,86.0,42.0,81.0,42.0,1.0,
CALIFORNIA,6,638220,Sulphur Springs Union,841.0,71.0,311.0,60.0,9.0,25.0,,,,,,
CALIFORNIA,6,638250,Summerville Elementary,31.0,74.0,15.0,25.0,2.0,,43.0,44.0,27.0,50.0,5.0,
CALIFORNIA,6,638280,Summerville Union High,15.0,25.0,7.0,25.0,,,39.0,44.0,9.0,25.0,,
CALIFORNIA,6,638340,Sundale Union Elementary,92.0,87.0,45.0,84.0,3.0,,79.0,32.0,37.0,24.0,,
CALIFORNIA,6,638430,Sunnyside Union Elementary,51.0,64.0,48.0,54.0,4.0,,32.0,24.0,27.0,30.0,,
CALIFORNIA,6,638460,Sunnyvale,678.0,71.0,346.0,55.0,5.0,,633.0,54.0,305.0,36.0,1.0,
CALIFORNIA,6,638520,Surprise Valley Joint Unified,9.0,25.0,5.0,,,,13.0,25.0,9.0,25.0,1.0,
CALIFORNIA,6,638550,Susanville Elementary,98.0,72.0,55.0,64.0,5.0,,103.0,57.0,40.0,44.0,,
CALIFORNIA,6,638610,Sutter Union High,,,,,,,,,,,,
CALIFORNIA,6,638640,Sweetwater Union High,,,,,,,5960.0,49.0,3436.0,41.0,202.0,32.0
CALIFORNIA,6,638670,Sylvan Union Elementary,946.0,75.0,489.0,67.0,4.0,,967.0,61.0,414.0,51.0,7.0,25.0
CALIFORNIA,6,638700,Taft City,213.0,62.0,149.0,57.0,8.0,25.0,206.0,22.0,132.0,22.0,9.0,25.0
CALIFORNIA,6,638730,Taft Union High,,,,,,,,,,,,
CALIFORNIA,6,638770,Tahoe-Truckee Joint Unified,327.0,73.0,135.0,57.0,7.0,25.0,258.0,52.0,106.0,27.0,9.0,25.0
CALIFORNIA,6,638790,Tamalpais Union High,,,,,,,,,,,,
CALIFORNIA,6,638880,Tehachapi Unified,300.0,67.0,106.0,47.0,,,333.0,39.0,98.0,32.0,,
CALIFORNIA,6,638980,Temple City Unified,363.0,85.0,131.0,77.0,,,469.0,86.0,174.0,82.0,,
CALIFORNIA,6,639000,Templeton Unified,147.0,72.0,23.0,50.0,1.0,,198.0,72.0,29.0,70.0,6.0,25.0
CALIFORNIA,6,639060,Terra Bella Union Elementary,107.0,62.0,107.0,62.0,1.0,,91.0,57.0,91.0,57.0,,
CALIFORNIA,6,639180,Thermalito Union Elementary,145.0,72.0,124.0,67.0,4.0,,144.0,27.0,124.0,27.0,4.0,
CALIFORNIA,6,639210,Three Rivers Union Elementary,19.0,70.0,7.0,25.0,,,14.0,25.0,2.0,,,
CALIFORNIA,6,639300,Tipton Elementary,70.0,82.0,70.0,82.0,1.0,,70.0,52.0,69.0,52.0,,
CALIFORNIA,6,639420,Torrance Unified,1632.0,80.0,420.0,66.0,3.0,,1890.0,56.0,469.0,38.0,4.0,
CALIFORNIA,6,639600,Traver Joint Elementary,20.0,50.0,20.0,50.0,,,26.0,50.0,26.0,50.0,,
CALIFORNIA,6,639630,Travis Unified,412.0,67.0,125.0,57.0,,,390.0,52.0,88.0,42.0,3.0,
CALIFORNIA,6,639690,Tres Pinos Union Elementary,15.0,25.0,3.0,,1.0,,23.0,10.0,4.0,,1.0,
CALIFORNIA,6,639720,Trinidad Union Elementary,21.0,40.0,8.0,25.0,,,11.0,25.0,7.0,25.0,,
CALIFORNIA,6,639750,Trinity Center Elementary,2.0,,1.0,,,,2.0,,1.0,,,
CALIFORNIA,6,639840,Trona Joint Unified,24.0,50.0,18.0,70.0,5.0,,18.0,30.0,12.0,25.0,1.0,
CALIFORNIA,6,639870,Tulare City,1008.0,65.0,774.0,61.0,77.0,47.0,931.0,30.0,685.0,27.0,53.0,24.0
CALIFORNIA,6,639930,Tulare Joint Union High,,,,,,,,,,,,
CALIFORNIA,6,639940,Tulelake Basin Joint Unified,36.0,54.0,28.0,50.0,,,33.0,24.0,30.0,10.0,2.0,
CALIFORNIA,6,640150,Tustin Unified,1825.0,80.0,776.0,64.0,28.0,70.0,1719.0,59.0,696.0,41.0,32.0,15.0
CALIFORNIA,6,640200,Twain Harte-Long Barn Union Elementary,33.0,84.0,14.0,25.0,,,30.0,50.0,12.0,25.0,,
CALIFORNIA,6,640230,Twin Hills Union Elementary,91.0,77.0,22.0,70.0,,,123.0,77.0,16.0,50.0,,
CALIFORNIA,6,640260,Two Rock Union,29.0,40.0,13.0,25.0,,,,,,,,
CALIFORNIA,6,640300,Ukiah Unified,474.0,50.0,347.0,43.0,14.0,25.0,454.0,30.0,301.0,29.0,,
CALIFORNIA,6,640320,Union Elementary,525.0,88.0,99.0,72.0,5.0,,492.0,86.0,73.0,67.0,1.0,
CALIFORNIA,6,640380,Union Hill Elementary,79.0,67.0,27.0,70.0,,,87.0,57.0,21.0,50.0,1.0,
CALIFORNIA,6,640410,Union Joint Elementary,2.0,,1.0,,,,,,,,,
CALIFORNIA,6,640470,Upper Lake Union Elementary,56.0,34.0,51.0,34.0,,,52.0,15.0,39.0,5.0,,
CALIFORNIA,6,640500,Upper Lake Union High,,,,,,,,,,,,
CALIFORNIA,6,640590,Vacaville Unified,870.0,68.0,393.0,56.0,2.0,,907.0,40.0,370.0,32.0,4.0,
CALIFORNIA,6,640650,Valle Lindo Elementary,129.0,77.0,111.0,77.0,3.0,,123.0,32.0,95.0,22.0,,
CALIFORNIA,6,640680,Vallecito Union,76.0,72.0,27.0,50.0,1.0,,91.0,52.0,26.0,30.0,,
CALIFORNIA,6,640710,Vallecitos Elementary,21.0,30.0,16.0,30.0,,,43.0,44.0,28.0,30.0,,
CALIFORNIA,6,640740,Vallejo City Unified,1232.0,62.0,829.0,59.0,5.0,,1017.0,27.0,599.0,22.0,23.0,10.0
CALIFORNIA,6,640800,Valley Home Joint Elementary,16.0,70.0,8.0,25.0,1.0,,15.0,25.0,8.0,25.0,,
CALIFORNIA,6,640980,Ventura Unified,1271.0,70.0,707.0,58.0,8.0,25.0,1349.0,57.0,649.0,44.0,11.0,25.0
CALIFORNIA,6,641040,Victor Elementary,1659.0,68.0,1216.0,64.0,127.0,62.0,,,,,,
CALIFORNIA,6,641130,Vineland Elementary,96.0,57.0,92.0,57.0,3.0,,104.0,17.0,99.0,17.0,1.0,
CALIFORNIA,6,641160,Visalia Unified,2197.0,61.0,1611.0,54.0,105.0,42.0,2015.0,47.0,1290.0,41.0,86.0,42.0
CALIFORNIA,6,641190,Vista Unified,1699.0,69.0,1107.0,62.0,287.0,57.0,1860.0,52.0,1019.0,41.0,224.0,37.0
CALIFORNIA,6,641220,Vista del Mar Union,11.0,25.0,2.0,,,,10.0,25.0,4.0,,,
CALIFORNIA,6,641250,Walnut Creek Elementary,365.0,86.0,45.0,64.0,,,371.0,70.0,50.0,54.0,,
CALIFORNIA,6,641280,Walnut Valley Unified,974.0,88.0,159.0,77.0,2.0,,1354.0,77.0,172.0,57.0,3.0,
CALIFORNIA,6,641400,Wasco Union Elementary,365.0,50.0,313.0,48.0,2.0,,342.0,29.0,304.0,28.0,1.0,
CALIFORNIA,6,641430,Wasco Union High,,,,,,,,,,,,
CALIFORNIA,6,641460,Washington Colony Elementary,59.0,54.0,49.0,44.0,,,45.0,54.0,37.0,44.0,8.0,25.0
CALIFORNIA,6,641580,Washington Unified,577.0,68.0,425.0,63.0,4.0,,538.0,30.0,369.0,25.0,7.0,25.0
CALIFORNIA,6,641610,Washington Union Elementary,100.0,82.0,1.0,,,,101.0,47.0,3.0,,,
CALIFORNIA,6,641640,Washington Union High,,,,,,,,,,,,
CALIFORNIA,6,641790,Waugh Elementary,142.0,82.0,17.0,50.0,,,,,,,,
CALIFORNIA,6,641820,Waukena Joint Union Elementary,27.0,70.0,19.0,70.0,,,26.0,30.0,23.0,30.0,,
CALIFORNIA,6,641880,Weaver Union,284.0,67.0,243.0,67.0,1.0,,250.0,72.0,214.0,72.0,3.0,
CALIFORNIA,6,641980,Weed Union Elementary,25.0,70.0,21.0,70.0,1.0,,37.0,15.0,27.0,10.0,1.0,
CALIFORNIA,6,642000,West Covina Unified,1105.0,69.0,608.0,66.0,137.0,72.0,1434.0,38.0,703.0,36.0,145.0,32.0
CALIFORNIA,6,642060,West Park Elementary,46.0,54.0,40.0,44.0,5.0,,65.0,27.0,58.0,24.0,2.0,
CALIFORNIA,6,642120,Westside Union Elementary,939.0,75.0,381.0,69.0,8.0,25.0,1073.0,43.0,371.0,33.0,5.0,
CALIFORNIA,6,642140,Western Placer Unified,652.0,71.0,248.0,62.0,3.0,,716.0,55.0,285.0,47.0,1.0,
CALIFORNIA,6,642150,Westminster Elementary,1070.0,74.0,762.0,69.0,67.0,67.0,1010.0,48.0,713.0,45.0,46.0,24.0
CALIFORNIA,6,642180,Westmorland Union Elementary,30.0,50.0,28.0,50.0,,,40.0,24.0,39.0,24.0,3.0,
CALIFORNIA,6,642210,Westside Elementary,26.0,30.0,25.0,30.0,,,37.0,34.0,36.0,34.0,,
CALIFORNIA,6,642270,West Side Union Elementary,26.0,70.0,13.0,25.0,,,,,,,,
CALIFORNIA,6,642300,Westwood Unified,19.0,50.0,10.0,25.0,,,45.0,15.0,15.0,25.0,1.0,
CALIFORNIA,6,642330,Wheatland,141.0,77.0,57.0,64.0,2.0,,114.0,57.0,39.0,54.0,1.0,
CALIFORNIA,6,642350,Wheatland Union High,,,,,,,,,,,,
CALIFORNIA,6,642420,Whitmore Union Elementary,3.0,,3.0,,,,2.0,,2.0,,,
CALIFORNIA,6,642450,Whittier City Elementary,732.0,67.0,509.0,65.0,83.0,62.0,782.0,30.0,496.0,26.0,21.0,10.0
CALIFORNIA,6,642480,Whittier Union High,,,,,,,,,,,,
CALIFORNIA,6,642510,William S. Hart Union High,68.0,42.0,7.0,25.0,1.0,,3678.0,63.0,777.0,47.0,104.0,52.0
CALIFORNIA,6,642540,Williams Unified,93.0,72.0,82.0,72.0,3.0,,89.0,12.0,73.0,12.0,3.0,
CALIFORNIA,6,642560,Willits Unified,110.0,57.0,86.0,57.0,3.0,,144.0,17.0,99.0,12.0,1.0,
CALIFORNIA,6,642580,Laytonville Unified,27.0,70.0,17.0,70.0,4.0,,23.0,50.0,11.0,25.0,4.0,
CALIFORNIA,6,642600,Willow Creek Elementary,4.0,,4.0,,,,3.0,,1.0,,,
CALIFORNIA,6,642630,Willow Grove Union Elementary,1.0,,,,,,,,,,,
CALIFORNIA,6,642710,Willows Unified,116.0,37.0,85.0,27.0,,,105.0,57.0,63.0,42.0,,
CALIFORNIA,6,642750,Wilmar Union Elementary,41.0,84.0,15.0,25.0,,,,,,,,
CALIFORNIA,6,642810,Wilsona Elementary,168.0,47.0,168.0,47.0,7.0,25.0,182.0,32.0,182.0,32.0,5.0,
CALIFORNIA,6,642900,Winship-Robbins,26.0,50.0,18.0,70.0,,,20.0,30.0,12.0,25.0,,
CALIFORNIA,6,642930,Winters Joint Unified,117.0,67.0,64.0,57.0,,,132.0,52.0,77.0,42.0,1.0,
CALIFORNIA,6,642960,Winton Elementary,213.0,67.0,213.0,67.0,25.0,70.0,187.0,47.0,187.0,47.0,4.0,
CALIFORNIA,6,642990,Wiseburn Elementary,220.0,77.0,100.0,67.0,10.0,25.0,317.0,43.0,151.0,32.0,6.0,25.0
CALIFORNIA,6,643020,Woodlake Union Elementary,155.0,52.0,155.0,52.0,2.0,,153.0,22.0,153.0,22.0,3.0,
CALIFORNIA,6,643050,Woodlake Union High,,,,,,,,,,,,
CALIFORNIA,6,643080,Woodland Joint Unified,767.0,58.0,522.0,52.0,45.0,64.0,752.0,29.0,430.0,21.0,29.0,30.0
CALIFORNIA,6,643140,Woodside Elementary,55.0,45.0,7.0,25.0,,,47.0,45.0,1.0,,,
CALIFORNIA,6,643170,Woodville Union Elementary,59.0,44.0,59.0,44.0,1.0,,75.0,22.0,74.0,22.0,1.0,
CALIFORNIA,6,643200,Wright Elementary,207.0,82.0,154.0,77.0,1.0,,26.0,70.0,16.0,70.0,,
CALIFORNIA,6,643380,Yreka Union Elementary,87.0,67.0,56.0,54.0,2.0,,101.0,47.0,49.0,34.0,1.0,
CALIFORNIA,6,643410,Yreka Union High,,,,,,,,,,,,
CALIFORNIA,6,643470,Yuba City Unified,1047.0,68.0,725.0,64.0,22.0,70.0,995.0,50.0,614.0,49.0,16.0,50.0
CALIFORNIA,6,643560,Yucaipa-Calimesa Joint Unified,736.0,69.0,384.0,57.0,45.0,54.0,741.0,37.0,345.0,27.0,17.0,10.0
CALIFORNIA,6,684500,Irvine Unified,2098.0,88.0,245.0,72.0,10.0,25.0,2188.0,84.0,241.0,62.0,9.0,25.0
CALIFORNIA,6,691001,Amador County Office of Education,5.0,,4.0,,,,61.0,17.0,39.0,24.0,1.0,
CALIFORNIA,6,691002,Butte County Office of Education,106.0,37.0,57.0,34.0,1.0,,91.0,32.0,45.0,24.0,4.0,
CALIFORNIA,6,691003,Calaveras County Office of Education,23.0,30.0,7.0,25.0,1.0,,50.0,24.0,21.0,30.0,,
CALIFORNIA,6,691004,Colusa County Office of Education,1.0,,1.0,,,,16.0,30.0,16.0,30.0,1.0,
CALIFORNIA,6,691005,Contra Costa County Office of Education,33.0,34.0,19.0,30.0,,,165.0,42.0,107.0,42.0,,
CALIFORNIA,6,691006,El Dorado County Office of Education,26.0,50.0,2.0,,,,125.0,37.0,44.0,15.0,4.0,
CALIFORNIA,6,691007,Fresno County Office of Education,76.0,52.0,72.0,52.0,,,118.0,8.0,111.0,8.0,3.0,
CALIFORNIA,6,691008,Glenn County Office of Education,17.0,70.0,9.0,25.0,,,35.0,24.0,22.0,10.0,,
CALIFORNIA,6,691009,Humboldt County Office of Education,12.0,25.0,9.0,25.0,1.0,,28.0,30.0,28.0,30.0,5.0,
CALIFORNIA,6,691010,Imperial County Office of Education,20.0,50.0,20.0,50.0,,,50.0,34.0,28.0,50.0,2.0,
CALIFORNIA,6,691011,Inyo County Office of Education,2.0,,1.0,,,,8.0,25.0,6.0,25.0,,
CALIFORNIA,6,691012,Kern County Office of Education,152.0,37.0,49.0,24.0,4.0,,342.0,22.0,220.0,12.0,10.0,25.0
CALIFORNIA,6,691013,Kings County Office of Education,15.0,25.0,8.0,25.0,,,14.0,25.0,12.0,25.0,1.0,
CALIFORNIA,6,691014,Lake County Office of Education,,,,,,,8.0,25.0,8.0,25.0,1.0,
CALIFORNIA,6,691015,Lassen County Office of Education,,,,,,,11.0,25.0,7.0,25.0,,
CALIFORNIA,6,691017,Madera County Office of Education,22.0,70.0,14.0,25.0,2.0,,52.0,24.0,43.0,24.0,4.0,
CALIFORNIA,6,691018,Marin County Office of Education,14.0,25.0,9.0,25.0,,,25.0,10.0,19.0,10.0,,
CALIFORNIA,6,691019,Mendocino County Office of Education,,,,,,,23.0,10.0,20.0,10.0,1.0,
CALIFORNIA,6,691020,Merced County Office of Education,51.0,34.0,44.0,34.0,2.0,,134.0,22.0,117.0,22.0,1.0,
CALIFORNIA,6,691021,Monterey County Office of Education,91.0,57.0,41.0,54.0,8.0,25.0,106.0,27.0,51.0,24.0,,
CALIFORNIA,6,691022,Napa County Office of Education,,,,,,,15.0,25.0,12.0,25.0,,
CALIFORNIA,6,691023,Nevada County Office of Education,117.0,37.0,42.0,34.0,,,136.0,42.0,55.0,34.0,1.0,
CALIFORNIA,6,691024,Orange County Department of Education,114.0,47.0,13.0,25.0,9.0,25.0,461.0,28.0,131.0,12.0,49.0,15.0
CALIFORNIA,6,691025,Placer County Office of Education,32.0,54.0,10.0,25.0,2.0,,73.0,32.0,31.0,15.0,,
CALIFORNIA,6,691026,Riverside County Office of Education,432.0,47.0,163.0,42.0,13.0,25.0,638.0,26.0,270.0,17.0,26.0,30.0
CALIFORNIA,6,691027,Sacramento County Office of Education,19.0,50.0,6.0,25.0,2.0,,54.0,24.0,30.0,10.0,1.0,
CALIFORNIA,6,691028,San Benito County Office of Education,,,,,,,32.0,5.0,23.0,10.0,2.0,
CALIFORNIA,6,691029,San Bernardino County Office of Education,163.0,57.0,103.0,57.0,3.0,,226.0,27.0,193.0,22.0,19.0,10.0
CALIFORNIA,6,691030,San Diego County Office of Education,141.0,77.0,66.0,62.0,4.0,,297.0,22.0,223.0,17.0,24.0,10.0
CALIFORNIA,6,691031,San Joaquin County Office of Education,74.0,37.0,38.0,34.0,3.0,,173.0,12.0,118.0,8.0,3.0,
CALIFORNIA,6,691032,San Luis Obispo County Office of Education,6.0,25.0,3.0,,,,43.0,24.0,26.0,10.0,2.0,
CALIFORNIA,6,691033,San Mateo County Office of Education,23.0,50.0,8.0,25.0,,,28.0,30.0,9.0,25.0,,
CALIFORNIA,6,691034,Santa Barbara County Office of Education,16.0,50.0,10.0,25.0,,,59.0,15.0,52.0,15.0,2.0,
CALIFORNIA,6,691035,Santa Clara County Office of Education,341.0,72.0,181.0,77.0,1.0,,330.0,55.0,150.0,37.0,2.0,
CALIFORNIA,6,691036,Santa Cruz County Office of Education,9.0,25.0,2.0,,,,129.0,57.0,29.0,30.0,2.0,
CALIFORNIA,6,691037,Shasta County Office of Education,32.0,54.0,22.0,50.0,,,41.0,5.0,32.0,5.0,4.0,
CALIFORNIA,6,691038,Siskiyou County Office of Education,38.0,44.0,24.0,30.0,1.0,,35.0,44.0,22.0,30.0,,
CALIFORNIA,6,691040,Sonoma County Office of Education,20.0,70.0,15.0,25.0,,,35.0,24.0,25.0,10.0,4.0,
CALIFORNIA,6,691041,Stanislaus County Office of Education,102.0,42.0,43.0,34.0,,,148.0,2.0,102.0,2.0,5.0,
CALIFORNIA,6,691042,Sutter County Office of Education,23.0,30.0,20.0,30.0,,,31.0,34.0,26.0,50.0,1.0,
CALIFORNIA,6,691043,Tehama County Office of Education,9.0,25.0,6.0,25.0,,,24.0,30.0,16.0,30.0,,
CALIFORNIA,6,691044,Trinity County Office of Education,2.0,,,,,,1.0,,,,,
CALIFORNIA,6,691045,Tulare County Office of Education,47.0,54.0,37.0,44.0,,,120.0,42.0,92.0,42.0,,
CALIFORNIA,6,691046,Tuolumne County Superintendent of Schools,4.0,,4.0,,,,4.0,,2.0,,1.0,
CALIFORNIA,6,691047,Ventura County Office of Education,144.0,77.0,26.0,70.0,1.0,,91.0,27.0,36.0,15.0,3.0,
CALIFORNIA,6,691048,Yuba County Office of Education,19.0,50.0,15.0,25.0,1.0,,57.0,15.0,53.0,5.0,,
CALIFORNIA,6,691049,Yolo County Office of Education,10.0,25.0,6.0,25.0,,,13.0,25.0,9.0,25.0,1.0,
CALIFORNIA,6,691051,Alameda County Office of Education,236.0,62.0,122.0,72.0,,,126.0,32.0,45.0,15.0,1.0,
CALIFORNIA,6,691052,Mono County Office of Education,4.0,,4.0,,,,2.0,,1.0,,,
CALIFORNIA,6,691058,Alpine County Office of Education,1.0,,1.0,,,,,,,,,
CALIFORNIA,6,691063,Del Norte County Office of Education,22.0,10.0,16.0,10.0,2.0,,54.0,15.0,38.0,15.0,2.0,
CALIFORNIA,6,691078,Los Angeles County Office of Education,173.0,47.0,98.0,37.0,1.0,,333.0,28.0,250.0,27.0,6.0,25.0
CALIFORNIA,6,691090,Mariposa County Office of Education,1.0,,1.0,,,,9.0,25.0,7.0,25.0,,
CALIFORNIA,6,691093,Modoc County Office of Education,1.0,,1.0,,,,4.0,,2.0,,,
CALIFORNIA,6,691102,Plumas County Office of Education,3.0,,2.0,,,,3.0,,2.0,,,
CALIFORNIA,6,691111,San Francisco County Office of Education,9.0,25.0,8.0,25.0,,,32.0,15.0,23.0,10.0,3.0,
CALIFORNIA,6,691122,Solano County Office of Education,13.0,25.0,3.0,,,,38.0,15.0,23.0,10.0,,
CALIFORNIA,6,691134,Golden Plains Unified,160.0,62.0,160.0,62.0,5.0,,133.0,47.0,133.0,47.0,5.0,
CALIFORNIA,6,691135,Val Verde Unified,1508.0,70.0,1284.0,68.0,64.0,67.0,1457.0,55.0,1181.0,54.0,53.0,64.0
CALIFORNIA,6,691136,Aromas/San Juan Unified,85.0,52.0,50.0,44.0,1.0,,85.0,47.0,40.0,44.0,1.0,
CALIFORNIA,6,691137,Big Oak Flat-Groveland Unified,27.0,50.0,15.0,25.0,,,31.0,15.0,20.0,30.0,,
COLORADO,8,800001,Cheyenne County School District No. Re-5,5.0,,2.0,,,,11.0,25.0,5.0,,,
COLORADO,8,800004,DENVER 1,23.0,40.0,,,,,32.0,84.0,,,,
COLORADO,8,800016,Yuma 1 School District,63.0,92.0,39.0,45.0,1.0,,63.0,92.0,29.0,40.0,1.0,
COLORADO,8,800017,Wray RD-2 School District,53.0,45.0,28.0,40.0,,,55.0,84.0,30.0,40.0,2.0,
COLORADO,8,800018,Idalia RJ-3 School District,14.0,25.0,9.0,25.0,,,7.0,25.0,5.0,,,
COLORADO,8,800019,Liberty J-4 School District,8.0,25.0,4.0,,,,4.0,,2.0,,,
COLORADO,8,800020,CHARTER SCHOOL INSTITUTE,515.0,93.0,220.0,92.0,2.0,,449.0,75.0,167.0,72.0,3.0,
COLORADO,8,800023,Colorado School for the Deaf and Blind,6.0,25.0,6.0,25.0,1.0,,16.0,10.0,6.0,25.0,1.0,
COLORADO,8,801920,"Academy, School District No. 20, in the county of El Paso an",1632.0,96.0,233.0,92.0,4.0,,1787.0,90.0,193.0,72.0,1.0,
COLORADO,8,801950,School District N. 14 in the county of Adams & State of Colo,585.0,84.0,517.0,83.0,80.0,77.0,499.0,73.0,425.0,72.0,43.0,54.0
COLORADO,8,801980,Agate School District No. 300,1.0,,1.0,,,,1.0,,1.0,,,
COLORADO,8,802010,Aguilar Reorganized School District No. 6,8.0,25.0,7.0,25.0,,,4.0,,4.0,,,
COLORADO,8,802040,Akron School District No. R-1,36.0,84.0,25.0,40.0,,,26.0,70.0,9.0,25.0,,
COLORADO,8,802070,"Alamosa School District, No. Re-11J",182.0,87.0,132.0,87.0,,,129.0,77.0,88.0,67.0,,
COLORADO,8,802130,South Conejos School District No. Re10,19.0,40.0,15.0,25.0,,,16.0,30.0,12.0,25.0,,
COLORADO,8,802190,Archuleta County School District No. 50 Jt,104.0,92.0,54.0,45.0,2.0,,134.0,87.0,70.0,82.0,1.0,
COLORADO,8,802220,Arickaree School District No. R-2,11.0,25.0,6.0,25.0,,,7.0,25.0,,,,
