STNAM,FIPST,LEAID,LEANM,ALL_MTH04NUMVALID_1314,ALL_MTH04PCTPROF_1314,ECD_MTH04NUMVALID_1314,ECD_MTH04PCTPROF_1314,HOM_MTH04NUMVALID_1314,HOM_MTH04PCTPROF_1314,ALL_MTH08NUMVALID_1314,ALL_MTH08PCTPROF_1314,ECD_MTH08NUMVALID_1314,ECD_MTH08PCTPROF_1314,HOM_MTH08NUMVALID_1314,HOM_MTH08PCTPROF_1314
ARIZONA,4,400093,Skyview School  Inc.,27.0,70.0,13.0,25.0,,,4.0,,1.0,,,
ARIZONA,4,400094,Az-Tec High School,,,,,,,,,,,,
ARIZONA,4,400095,Yuma Private Industry Council  Inc.,,,,,,,,,,,,
ARIZONA,4,400096,Mountain School  Inc.,36.0,54.0,,,,,,,,,,
ARIZONA,4,400097,Northland Preparatory Academy,,,,,,,100.0,87.0,,,,
ARIZONA,4,400098,Flagstaff Junior Academy,33.0,44.0,6.0,25.0,,,27.0,70.0,9.0,25.0,,
ARIZONA,4,400099,Liberty High School,,,,,,,,,,,,
ARIZONA,4,400100,Ball Charter Schools (Hearn),74.0,72.0,36.0,64.0,,,55.0,64.0,24.0,50.0,,
ARIZONA,4,400101,OMEGA SCHOOLS d.b.a. Omega Academy  Inc.,8.0,25.0,5.0,,1.0,,14.0,25.0,11.0,25.0,,
ARIZONA,4,400102,Friendly House  Inc.,44.0,34.0,41.0,34.0,13.0,25.0,32.0,44.0,32.0,44.0,8.0,25.0
ARIZONA,4,400103,Ombudsman Educational Services  Ltd. a subsidiary of Educati,,,,,,,,,,,,
ARIZONA,4,400104,Global Renaissance Academy of Distinguished Education,,,,,,,18.0,70.0,,,,
ARIZONA,4,400105,Hillcrest Academy  Inc.,13.0,25.0,5.0,,,,7.0,25.0,2.0,,,
ARIZONA,4,400106,Arizona Agribusiness & Equine Center  Inc.,,,,,,,,,,,,
ARIZONA,4,400107,International Commerce Secondary Schools  Inc.,,,,,,,,,,,,
ARIZONA,4,400108,Humanities and Sciences Academy of the United States  Inc.,,,,,,,,,,,,
ARIZONA,4,400109,Phoenix Advantage Charter School  Inc.,58.0,24.0,54.0,24.0,,,47.0,34.0,46.0,34.0,,
ARIZONA,4,400111,Allen-Cochran Enterprises  Inc.,46.0,5.0,,,,,25.0,70.0,,,,
ARIZONA,4,400112,American Leadership Academy  Inc.,289.0,77.0,61.0,67.0,,,262.0,62.0,16.0,50.0,,
ARIZONA,4,400113,Fountain Hills Charter School,19.0,10.0,,,,,8.0,25.0,,,,
ARIZONA,4,400115,Hermosa Montessori Charter School,24.0,70.0,,,,,21.0,10.0,,,,
ARIZONA,4,400121,Accelerated Learning Center  Inc.,,,,,,,,,,,,
ARIZONA,4,400122,Acclaim Charter School,49.0,34.0,47.0,34.0,,,39.0,34.0,39.0,34.0,,
ARIZONA,4,400124,Genesis Program  Inc.,,,,,,,,,,,,
ARIZONA,4,400125,Luz Academy of Tucson  Inc,,,,,,,,,,,,
ARIZONA,4,400126,Montessori Schoolhouse of Tucson  Inc.,9.0,25.0,3.0,,,,,,,,,
ARIZONA,4,400128,Academy Of Excellence  Inc.,20.0,30.0,18.0,30.0,13.0,25.0,7.0,25.0,7.0,25.0,5.0,
ARIZONA,4,400129,Accelerated Elementary and Secondary Schools,27.0,70.0,9.0,25.0,,,13.0,25.0,4.0,,,
ARIZONA,4,400130,American Heritage Academy,41.0,54.0,17.0,50.0,,,42.0,54.0,23.0,50.0,,
ARIZONA,4,400131,The Charter Foundation  Inc.,91.0,77.0,53.0,74.0,,,44.0,64.0,33.0,54.0,,
ARIZONA,4,400133,Employ-Ability Unlimited  Inc.,23.0,50.0,19.0,50.0,,,26.0,30.0,20.0,30.0,,
ARIZONA,4,400134,BASIS School  Inc.,120.0,2.0,,,,,,,,,,
ARIZONA,4,400135,Challenge School  Inc.,84.0,92.0,15.0,25.0,,,,,,,,
ARIZONA,4,400141,Discovery Plus Academy,13.0,25.0,6.0,25.0,,,,,,,,
ARIZONA,4,400144,Florence Crittenton Services of Arizona  Inc.,,,,,,,,,,,,
ARIZONA,4,400145,Gem Charter School  Inc.,3.0,,2.0,,,,,,,,,
ARIZONA,4,400147,Ha:san Educational Services,,,,,,,,,,,,
ARIZONA,4,400149,Kaizen Education Foundation dba El Dorado High School,,,,,,,,,,,,
ARIZONA,4,400150,Mexicayotl Academy  Inc.,18.0,50.0,15.0,25.0,1.0,,12.0,25.0,10.0,25.0,,
ARIZONA,4,400151,New Horizon School for the Performing Arts,26.0,30.0,26.0,30.0,,,,,,,,
ARIZONA,4,400152,New West School,1.0,,,,,,2.0,,,,,
ARIZONA,4,400153,Phoenix School of Academic Excellence The,,,,,,,4.0,,2.0,,,
ARIZONA,4,400154,Shonto Governing Board of Education  Inc.,,,,,,,,,,,,
ARIZONA,4,400157,Edkey  Inc. - Sequoia Choice Schools,14.0,25.0,5.0,,,,86.0,22.0,37.0,5.0,5.0,
ARIZONA,4,400159,Tucson Preparatory School,,,,,,,,,,,,
ARIZONA,4,400160,Vision Charter School  Inc.,,,,,,,,,,,,
ARIZONA,4,400161,Westwind Children's Services,,,,,,,,,,,,
ARIZONA,4,400163,Coconino County Accommodation School District,,,,,,,1.0,,,,,
ARIZONA,4,400164,Arizona Academy of Science And Technology  Inc.,10.0,25.0,,,,,6.0,25.0,,,,
ARIZONA,4,400165,Keystone Montessori Charter School  Inc.,28.0,10.0,,,,,18.0,10.0,,,,
ARIZONA,4,400181,Benchmark School  Inc.,62.0,2.0,,,,,,,,,,
ARIZONA,4,400182,Cambridge Academy  East   Inc,69.0,87.0,,,,,31.0,64.0,,,,
ARIZONA,4,400184,Ball Charter Schools (Dobson),68.0,77.0,21.0,70.0,,,46.0,5.0,19.0,10.0,,
ARIZONA,4,400185,Phoenix Education Management  LLC,78.0,52.0,78.0,52.0,2.0,,56.0,84.0,56.0,84.0,,
ARIZONA,4,400187,Stepping Stones Academy,25.0,70.0,,,,,22.0,70.0,,,,
ARIZONA,4,400189,East Valley Academy,6.0,25.0,,,,,,,,,,
ARIZONA,4,400190,Liberty Traditional Charter School,69.0,52.0,63.0,52.0,12.0,25.0,29.0,50.0,28.0,50.0,3.0,
ARIZONA,4,400191,Fit Kids  Inc. dba Champion Schools,55.0,64.0,52.0,64.0,13.0,25.0,51.0,64.0,50.0,64.0,12.0,25.0
ARIZONA,4,400192,Sonoran Desert School,,,,,,,,,,,,
ARIZONA,4,400201,Pima County Board of Supervisors,,,,,,,,,,,,
ARIZONA,4,400202,Academy of Tucson  Inc.,43.0,84.0,,,,,73.0,62.0,,,,
ARIZONA,4,400204,Mountain Rose Academy  Inc.,,,,,,,,,,,,
ARIZONA,4,400205,Great Expectations Academy,36.0,84.0,12.0,25.0,,,34.0,64.0,10.0,25.0,,
ARIZONA,4,400206,Desert Springs Academy,10.0,25.0,,,,,11.0,25.0,,,,
ARIZONA,4,400207,Vechij Himdag Alternative School  Inc.,,,,,,,,,,,,
ARIZONA,4,400208,Mountain Oak Charter School  Inc.,20.0,50.0,10.0,25.0,,,20.0,70.0,12.0,25.0,,
ARIZONA,4,400209,Park View School  Inc.,,,,,,,46.0,44.0,28.0,50.0,3.0,
ARIZONA,4,400210,Painted Pony Ranch Charter School,10.0,25.0,,,,,12.0,25.0,,,,
ARIZONA,4,400211,Mary Ellen Halvorson Educational Foundation. dba: Tri-City P,,,,,,,,,,,,
ARIZONA,4,400212,Benson Unified School District,76.0,77.0,46.0,74.0,,,96.0,67.0,59.0,54.0,3.0,
ARIZONA,4,400213,Painted Desert Demonstration Projects  Inc.,11.0,25.0,11.0,25.0,,,1.0,,1.0,,,
ARIZONA,4,400214,The Shelby School,5.0,,4.0,,,,3.0,,3.0,,,
ARIZONA,4,400216,Precision Academy Systems  Inc,,,,,,,,,,,,
ARIZONA,4,400217,Little Lamb Community School,27.0,10.0,,,,,,,,,,
ARIZONA,4,400218,American Basic Schools LLC,117.0,37.0,106.0,37.0,2.0,,,,,,,
ARIZONA,4,400219,Career Success Schools,14.0,25.0,14.0,25.0,,,12.0,25.0,11.0,25.0,,
ARIZONA,4,400221,Kaizen Education Foundation dba South Pointe Elementary Scho,59.0,15.0,59.0,15.0,6.0,25.0,,,,,,
ARIZONA,4,400223,Daisy Education Corporation dba Sonoran Science Academy,55.0,84.0,21.0,70.0,,,57.0,5.0,15.0,25.0,,
ARIZONA,4,400225,Horizon Community Learning Center  Inc.,116.0,62.0,,,,,114.0,72.0,,,,
ARIZONA,4,400227,Kaizen Education Foundation dba South Pointe Junior High Sch,,,,,,,111.0,27.0,111.0,27.0,13.0,25.0
ARIZONA,4,400229,Milestones Charter School,24.0,70.0,6.0,25.0,,,14.0,25.0,4.0,,,
ARIZONA,4,400230,Pathfinder Charter School Foundation,91.0,57.0,91.0,57.0,2.0,,,,,,,
ARIZONA,4,400231,James Madison Preparatory School,,,,,,,34.0,74.0,,,,
ARIZONA,4,400232,Self Development Charter School,40.0,5.0,,,,,24.0,10.0,,,,
ARIZONA,4,400235,Excalibur Charter Schools  Inc.,36.0,24.0,20.0,10.0,,,15.0,25.0,10.0,25.0,,
ARIZONA,4,400236,Mission Charter School  Inc.,7.0,25.0,6.0,25.0,,,8.0,25.0,6.0,25.0,,
ARIZONA,4,400237,Paramount Education Studies Inc,39.0,64.0,22.0,70.0,,,29.0,70.0,13.0,25.0,,
ARIZONA,4,400238,Metropolitan Arts Institute  Inc.,,,,,,,23.0,10.0,,,,
ARIZONA,4,400239,P.L.C. Charter Schools,120.0,47.0,96.0,42.0,1.0,,113.0,42.0,82.0,42.0,1.0,
ARIZONA,4,400241,Paragon Management  Inc.,165.0,87.0,35.0,84.0,,,164.0,77.0,41.0,74.0,,
ARIZONA,4,400243,Skyline Schools  Inc.,,,,,,,,,,,,
ARIZONA,4,400244,Edkey  Inc. - Sequoia Charter School,70.0,37.0,67.0,37.0,2.0,,101.0,32.0,93.0,32.0,1.0,
ARIZONA,4,400246,Edkey  Inc. - Sequoia Village School,24.0,50.0,19.0,50.0,,,19.0,50.0,13.0,25.0,,
ARIZONA,4,400248,Telesis Center for Learning  Inc.,35.0,44.0,,,,,39.0,34.0,1.0,,1.0,
ARIZONA,4,400254,Southern Arizona Community Academy  Inc.,,,,,,,,,,,,
ARIZONA,4,400255,Tucson Country Day School  Inc.,67.0,62.0,,,,,63.0,62.0,,,,
ARIZONA,4,400256,MultiDimensional Literacy Corp.,2.0,,1.0,,,,9.0,25.0,2.0,,,
ARIZONA,4,400257,Children's Success Academy  Inc.,11.0,25.0,11.0,25.0,,,,,,,,
ARIZONA,4,400258,Carden of Tucson  Inc.,15.0,25.0,,,,,13.0,25.0,,,,
ARIZONA,4,400259,Southgate Academy  Inc.,49.0,24.0,36.0,24.0,1.0,,55.0,5.0,36.0,5.0,1.0,
ARIZONA,4,400261,Eastpointe High School  Inc.,,,,,,,,,,,,
ARIZONA,4,400263,Patagonia Montessori Elementary School,1.0,,,,,,3.0,,,,,
ARIZONA,4,400264,Santa Cruz Valley Opportunities in Education  Inc.,8.0,25.0,4.0,,,,,,,,,
ARIZONA,4,400266,PACE Preparatory Academy  Inc.,,,,,,,,,,,,
ARIZONA,4,400267,Kestrel Schools  Inc.,,,,,,,,,,,,
ARIZONA,4,400268,Juniper Tree Academy,73.0,77.0,41.0,74.0,,,,,,,,
ARIZONA,4,400273,GAR  LLC dba Student Choice High School,,,,,,,,,,,,
ARIZONA,4,400274,AIBT Non-Profit Charter High School - Phoenix,,,,,,,,,,,,
ARIZONA,4,400275,Highland Free School,10.0,25.0,6.0,25.0,,,,,,,,
ARIZONA,4,400276,Academy with Community Partners  Inc,,,,,,,,,,,,
ARIZONA,4,400278,Deer Valley Charter Schools  Inc.,,,,,,,,,,,,
ARIZONA,4,400279,West Gilbert Charter Elementary School  Inc.,27.0,50.0,13.0,25.0,,,,,,,,
ARIZONA,4,400280,Mohave Accelerated Learning Center,,,,,,,61.0,72.0,47.0,64.0,,
ARIZONA,4,400281,Masada Charter School  Inc.,41.0,84.0,33.0,84.0,,,49.0,74.0,38.0,74.0,,
ARIZONA,4,400282,Harvest Power Community Development Group  Inc.,137.0,42.0,118.0,42.0,,,75.0,57.0,65.0,52.0,,
ARIZONA,4,400284,Omega Alpha Academy,52.0,54.0,49.0,54.0,,,42.0,44.0,39.0,44.0,,
ARIZONA,4,400285,Montessori House  Inc.,7.0,25.0,,,,,,,,,,
ARIZONA,4,400288,Premier Charter High School,,,,,,,,,,,,
ARIZONA,4,400290,Pan-American Elementary Charter,73.0,47.0,73.0,47.0,,,58.0,54.0,58.0,54.0,,
ARIZONA,4,400295,Kingman Unified School District,492.0,60.0,381.0,55.0,,,487.0,48.0,332.0,44.0,,
ARIZONA,4,400296,El Centro for the Study of Primary and Secondary Education,,,,,,,44.0,5.0,21.0,10.0,,
ARIZONA,4,400298,Legacy Schools,25.0,30.0,18.0,10.0,,,25.0,50.0,17.0,50.0,,
ARIZONA,4,400299,Visions Unlimited Academy  Inc.,7.0,25.0,5.0,,2.0,,6.0,25.0,3.0,,,
ARIZONA,4,400303,North Star Charter School  Inc.,,,,,,,,,,,,
ARIZONA,4,400310,Calibre Academy,100.0,72.0,58.0,74.0,1.0,,52.0,54.0,33.0,44.0,,
ARIZONA,4,400311,E-Institute Charter Schools  Inc.,,,,,,,,,,,,
ARIZONA,4,400312,Ira H. Hayes Memorial Applied Learning Center  Inc.,,,,,,,,,,,,
ARIZONA,4,400313,New Visions Academy  Inc.,,,,,,,,,,,,
ARIZONA,4,400314,Developing Innovations in Navajo Education  Inc. (DINE  Inc.,,,,,,,,,,,,
ARIZONA,4,400315,Yavapai Accommodation School District,,,,,,,7.0,25.0,6.0,25.0,,
ARIZONA,4,400317,Khalsa Family Services,24.0,10.0,,,,,13.0,25.0,,,,
ARIZONA,4,400318,Aprender Tucson,26.0,30.0,26.0,30.0,,,26.0,10.0,26.0,10.0,,
ARIZONA,4,400320,Acorn Montessori Charter School,35.0,54.0,26.0,70.0,,,14.0,25.0,9.0,25.0,,
ARIZONA,4,400321,Pinnacle Education-WMCB  Inc.,,,,,,,,,,,,
ARIZONA,4,400322,Desert Rose Academy Inc.,,,,,,,,,,,,
ARIZONA,4,400323,Crown Charter School  Inc,29.0,10.0,,,,,,,,,,
ARIZONA,4,400326,Success School,45.0,64.0,39.0,54.0,3.0,,49.0,34.0,39.0,34.0,1.0,
ARIZONA,4,400327,Pointe Educational Services,91.0,77.0,28.0,70.0,,,181.0,62.0,73.0,52.0,,
ARIZONA,4,400328,A Center for Creative Education,7.0,25.0,6.0,25.0,,,,,,,,
ARIZONA,4,400329,Primavera Technical Learning Center,,,,,,,186.0,32.0,35.0,15.0,,
ARIZONA,4,400330,Compass High School  Inc.,,,,,,,,,,,,
ARIZONA,4,400332,James Sandoval Preparatory High School,,,,,,,,,,,,
ARIZONA,4,400334,Westwind Middle School Academy,,,,,,,13.0,25.0,12.0,25.0,3.0,
ARIZONA,4,400338,Accelerated Learning Charter School  Inc.,9.0,25.0,8.0,25.0,,,6.0,25.0,5.0,,,
ARIZONA,4,400339,Destiny School  Inc.,27.0,70.0,21.0,70.0,,,26.0,70.0,20.0,70.0,,
ARIZONA,4,400340,Noah Webster Basic School,141.0,77.0,63.0,67.0,1.0,,,,,,,
ARIZONA,4,400343,Griffin Foundation  Inc. The,45.0,44.0,41.0,34.0,,,20.0,30.0,19.0,30.0,,
ARIZONA,4,400344,Pathways KM Charter Schools  Inc,,,,,,,,,,,,
ARIZONA,4,400350,PEAK School Inc.  The,17.0,30.0,16.0,30.0,,,6.0,25.0,5.0,,,
ARIZONA,4,400351,Kaizen Education Foundation dba Vista Grove Preparatory Acad,,,,,,,28.0,30.0,27.0,30.0,8.0,25.0
ARIZONA,4,400352,American Charter Schools Foundation d.b.a. Estrella High Sch,,,,,,,,,,,,
ARIZONA,4,400353,American Charter Schools Foundation d.b.a. Peoria Accelerate,,,,,,,,,,,,
ARIZONA,4,400354,American Charter Schools Foundation d.b.a. Sun Valley High S,,,,,,,,,,,,
ARIZONA,4,400355,American Charter Schools Foundation d.b.a. West Phoenix High,,,,,,,,,,,,
ARIZONA,4,400356,Nosotros  Inc,2.0,,2.0,,,,22.0,10.0,17.0,10.0,1.0,
ARIZONA,4,400357,American Charter Schools Foundation d.b.a. Apache Trail High,,,,,,,,,,,,
ARIZONA,4,400359,Challenger Basic School  Inc.,51.0,5.0,,,,,,,,,,
ARIZONA,4,400360,Sierra Oaks School  Inc,4.0,,1.0,,,,,,,,,
ARIZONA,4,400361,Arizona Community Development Corporation,233.0,47.0,155.0,47.0,7.0,25.0,138.0,47.0,86.0,52.0,5.0,
ARIZONA,4,400363,SC Jensen Corporation  Inc. dba Intelli-School,,,,,,,,,,,,
ARIZONA,4,400364,PAS Charter  Inc.  dba Intelli-School,,,,,,,,,,,,
ARIZONA,4,400366,Valley of the Sun Waldorf Education Association  dba Desert,26.0,30.0,4.0,,,,26.0,50.0,3.0,,,
ARIZONA,4,400367,Pima Prevention Partnership dba Pima Partnership School  The,,,,,,,,,,,,
ARIZONA,4,400368,Academy of Mathematics and Science  Inc.,40.0,84.0,33.0,84.0,,,37.0,84.0,32.0,74.0,,
ARIZONA,4,400370,Midtown Primary School,11.0,25.0,8.0,25.0,2.0,,,,,,,
ARIZONA,4,400373,Tucson International Academy  Inc.,37.0,44.0,31.0,34.0,,,59.0,24.0,50.0,24.0,2.0,
ARIZONA,4,400374,Bell Canyon Charter School  Inc,36.0,64.0,21.0,50.0,,,24.0,50.0,16.0,50.0,,
ARIZONA,4,400375,Sierra Vista Charter School  Inc.,25.0,50.0,13.0,25.0,,,17.0,50.0,7.0,25.0,,
ARIZONA,4,400376,Cortez Park Charter Middle School  Inc.,,,,,,,66.0,57.0,66.0,57.0,,
ARIZONA,4,400377,West Gilbert Charter Middle School  Inc.,,,,,,,23.0,50.0,7.0,25.0,,
ARIZONA,4,400381,Carpe Diem Collegiate High School,,,,,,,34.0,54.0,13.0,25.0,,
ARIZONA,4,400382,CPLC Community Schools dba Toltecalli High School,,,,,,,,,,,,
ARIZONA,4,400383,Life Skills Center of Arizona  Inc.,,,,,,,,,,,,
ARIZONA,4,400384,American Charter Schools Foundation d.b.a. Desert Hills High,,,,,,,,,,,,
ARIZONA,4,400385,American Charter Schools Foundation d.b.a. Crestview College,,,,,,,19.0,10.0,17.0,10.0,3.0,
ARIZONA,4,400386,Kaizen Education Foundation dba Summit High School,,,,,,,,,,,,
ARIZONA,4,400387,Kaizen Education Foundation dba Tempe Accelerated High Schoo,,,,,,,,,,,,
ARIZONA,4,400388,Kaizen Education Foundation dba Skyview High School,,,,,,,,,,,,
ARIZONA,4,400389,Kaizen Education Foundation dba Maya High School,,,,,,,,,,,,
ARIZONA,4,400390,Camelback Education  Inc,68.0,52.0,60.0,54.0,,,37.0,54.0,31.0,54.0,,
ARIZONA,4,400391,Vista Charter School,,,,,,,,,,,,
ARIZONA,4,400393,Lifelong Learning Research Institute  Inc.,1.0,,1.0,,,,5.0,,4.0,,,
ARIZONA,4,400394,Avondale Learning dba Precision Academy,,,,,,,,,,,,
ARIZONA,4,400395,LEAD Charter Schools,25.0,10.0,13.0,25.0,,,49.0,64.0,11.0,25.0,,
ARIZONA,4,400396,All Aboard Charter School,11.0,25.0,8.0,25.0,,,,,,,,
ARIZONA,4,400397,CAFA  Inc. dba Learning Foundation Performing Arts School,25.0,70.0,19.0,70.0,2.0,,,,,,,
ARIZONA,4,400398,Founding Fathers Academies  Inc,12.0,25.0,8.0,25.0,,,6.0,25.0,3.0,,,
ARIZONA,4,400399,Montessori Academy  Inc.,19.0,70.0,7.0,25.0,,,15.0,25.0,6.0,25.0,,
ARIZONA,4,400401,New World Educational Center,14.0,25.0,8.0,25.0,,,24.0,50.0,14.0,25.0,1.0,
ARIZONA,4,400402,Cholla Academy,15.0,25.0,15.0,25.0,,,15.0,25.0,12.0,25.0,,
ARIZONA,4,400404,Akimel O'Otham Pee Posh Charter School  Inc.,43.0,24.0,43.0,24.0,,,,,,,,
ARIZONA,4,400405,Cornerstone Charter School Inc,,,,,,,,,,,,
ARIZONA,4,400406,Happy Valley School  Inc.,81.0,92.0,11.0,25.0,,,,,,,,
ARIZONA,4,400407,Tucson Small School Project,,,,,,,,,,,,
ARIZONA,4,400409,Satori  Inc.,31.0,84.0,,,,,15.0,25.0,,,,
ARIZONA,4,400413,Mohave Accelerated Elementary School  Inc.,65.0,67.0,47.0,64.0,,,,,,,,
ARIZONA,4,400414,Academy of Building Industries  Inc.,,,,,,,,,,,,
ARIZONA,4,400415,Arizona Montessori Charter School at Anthem,36.0,54.0,11.0,25.0,,,24.0,70.0,1.0,,,
ARIZONA,4,400416,StarShine Academy,25.0,10.0,25.0,10.0,2.0,,21.0,10.0,21.0,10.0,,
ARIZONA,4,400417,Arizona Agribusiness & Equine Center  Inc.,,,,,,,,,,,,
ARIZONA,4,400418,Ahwatukee Foothills Prep  Inc.,18.0,70.0,13.0,25.0,,,17.0,50.0,9.0,25.0,,
ARIZONA,4,400419,Gila County Regional School District,,,,,,,3.0,,2.0,,2.0,
ARIZONA,4,400420,Pillar Charter School,,,,,,,,,,,,
ARIZONA,4,400421,Esperanza Community Collegial Academy,,,,,,,,,,,,
ARIZONA,4,400423,Legacy Education Group,,,,,,,,,,,,
ARIZONA,4,400424,Rosefield Charter Elementary School  Inc.,107.0,62.0,35.0,54.0,,,,,,,,
ARIZONA,4,400425,East Mesa Charter Elementary School  Inc.,87.0,77.0,45.0,64.0,,,,,,,,
ARIZONA,4,400426,Arizona Agribusiness & Equine Center  Inc.,,,,,,,,,,,,
ARIZONA,4,400427,Arizona Connections Academy Charter School  Inc.,111.0,47.0,61.0,37.0,,,250.0,57.0,111.0,42.0,,
ARIZONA,4,400429,Country Gardens Charter Schools,22.0,70.0,12.0,25.0,2.0,,36.0,84.0,24.0,10.0,2.0,
ARIZONA,4,400431,A Child's View School  Inc.,7.0,25.0,,,,,,,,,,
ARIZONA,4,400432,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,292.0,47.0,146.0,37.0,1.0,,665.0,41.0,299.0,32.0,4.0,
ARIZONA,4,400433,El Pueblo Integral - Teaching & Learning Collaborative,,,,,,,20.0,70.0,,,,
ARIZONA,4,400438,Imagine Charter Elementary at Desert West  Inc.,130.0,62.0,130.0,62.0,,,,,,,,
ARIZONA,4,400439,Desert Star Community School  Inc.,19.0,70.0,10.0,25.0,,,14.0,25.0,7.0,25.0,,
ARIZONA,4,400440,Chandler Preparatory Academy,,,,,,,104.0,92.0,,,,
ARIZONA,4,400441,Imagine Middle at Surprise  Inc.,,,,,,,104.0,67.0,38.0,74.0,,
ARIZONA,4,400442,Imagine Middle at East Mesa  Inc.,,,,,,,51.0,54.0,30.0,50.0,,
ARIZONA,4,400444,Prescott Valley Charter School,10.0,25.0,9.0,25.0,,,7.0,25.0,4.0,,,
ARIZONA,4,400445,Imagine Charter Elementary at Camelback  Inc.,57.0,84.0,57.0,84.0,1.0,,,,,,,
ARIZONA,4,400446,Imagine Elementary at Tempe  Inc.,34.0,24.0,29.0,30.0,1.0,,22.0,50.0,19.0,30.0,2.0,
ARIZONA,4,400447,American Charter Schools Foundation d.b.a. South Ridge High,,,,,,,,,,,,
ARIZONA,4,400448,Desert Sky Community School  Inc.,9.0,25.0,4.0,,,,,,,,,
ARIZONA,4,400450,Agua Fria Union High School District,,,,,,,,,,,,
ARIZONA,4,400451,Kin Dah Lichii Olta  Inc.,,,,,,,12.0,25.0,,,,
ARIZONA,4,400459,Maricopa County Sheriffs Office,,,,,,,,,,,,
ARIZONA,4,400463,Arizona State School for the Deaf and Blind,34.0,24.0,,,,,38.0,24.0,,,,
ARIZONA,4,400480,Aguila Elementary District,15.0,25.0,14.0,25.0,,,7.0,25.0,6.0,25.0,,
ARIZONA,4,400520,Ajo Unified District,30.0,30.0,24.0,30.0,,,27.0,70.0,20.0,70.0,,
ARIZONA,4,400600,Alhambra Elementary District,1524.0,48.0,1399.0,47.0,24.0,30.0,1459.0,47.0,1326.0,45.0,14.0,25.0
ARIZONA,4,400608,BASIS School  Inc.,,,,,,,99.0,2.0,,,,
ARIZONA,4,400609,Bradley Academy of Excellence  Inc.,25.0,50.0,,,,,27.0,50.0,,,,
ARIZONA,4,400610,Desert Heights Charter Schools,71.0,57.0,29.0,50.0,1.0,,75.0,72.0,26.0,50.0,,
ARIZONA,4,400613,Educational Impact  Inc.,23.0,50.0,,,,,,,,,,
ARIZONA,4,400614,MCCCD on behalf of Phoenix College Preparatory Academy,,,,,,,,,,,,
ARIZONA,4,400616,New School for the Arts Middle School,,,,,,,34.0,54.0,,,,
ARIZONA,4,400618,American Charter Schools Foundation d.b.a. South Pointe High,,,,,,,,,,,,
ARIZONA,4,400619,American Charter Schools Foundation d.b.a. Alta Vista High S,,,,,,,,,,,,
ARIZONA,4,400620,Pinnacle Education-Mesa  Inc.,,,,,,,,,,,,
ARIZONA,4,400621,Pinnacle Education-Tempe  Inc.,,,,,,,,,,,,
ARIZONA,4,400625,Pinnacle Education-Kino  Inc.,,,,,,,,,,,,
ARIZONA,4,400626,Pinnacle Education-Casa Grande  Inc.,,,,,,,,,,,,
ARIZONA,4,400630,Alpine Elementary District,4.0,,4.0,,,,5.0,,1.0,,,
ARIZONA,4,400631,Patriot Academy  Inc.,9.0,25.0,,,,,8.0,25.0,,,,
ARIZONA,4,400632,Cochise Community Development Corporation,25.0,50.0,13.0,25.0,,,34.0,34.0,21.0,30.0,,
ARIZONA,4,400633,Canyon Rose Academy  Inc.,,,,,,,,,,,,
ARIZONA,4,400636,Blueprint Education,,,,,,,8.0,25.0,,,,
ARIZONA,4,400637,Edkey  Inc. - Redwood Academy,58.0,64.0,29.0,70.0,2.0,,,,,,,
ARIZONA,4,400638,Edkey  Inc. - Pathfinder Academy,26.0,10.0,9.0,25.0,,,6.0,25.0,1.0,,,
ARIZONA,4,400640,Edkey  Inc. - Sequoia School for the Deaf and Hard of Hearin,3.0,,2.0,,,,6.0,25.0,2.0,,,
ARIZONA,4,400641,Edkey  Inc. - Sequoia Ranch School,71.0,22.0,71.0,22.0,50.0,24.0,40.0,24.0,38.0,24.0,23.0,30.0
ARIZONA,4,400649,Heritage Elementary School,88.0,47.0,65.0,47.0,4.0,,62.0,37.0,43.0,34.0,1.0,
ARIZONA,4,400650,Integrity Education Incorporated,4.0,,3.0,,,,3.0,,3.0,,,
ARIZONA,4,400653,Edkey  Inc. - Arizona Conservatory for Arts and Academics,,,,,,,58.0,84.0,27.0,70.0,1.0,
ARIZONA,4,400655,Veritas Preparatory Academy,,,,,,,101.0,82.0,,,,
ARIZONA,4,400656,RSD Charter School  Inc.,,,,,,,,,,,,
ARIZONA,4,400680,Amphitheater Unified District,1066.0,67.0,558.0,54.0,17.0,50.0,1003.0,59.0,482.0,45.0,13.0,25.0
ARIZONA,4,400720,Antelope Union High School District,,,,,,,,,,,,
ARIZONA,4,400745,Legacy Traditional Charter School - Maricopa,218.0,87.0,69.0,82.0,,,134.0,67.0,45.0,64.0,,
ARIZONA,4,400746,Eduprize Schools  LLC,478.0,78.0,21.0,70.0,,,182.0,77.0,10.0,25.0,,
ARIZONA,4,400747,Scottsdale Preparatory Academy,,,,,,,108.0,92.0,,,,
ARIZONA,4,400748,Sage Academy  Inc.,14.0,25.0,8.0,25.0,,,7.0,25.0,7.0,25.0,,
ARIZONA,4,400750,Apache Elementary District,,,,,,,,,,,,
ARIZONA,4,400751,Concordia Charter School  Inc.,18.0,30.0,18.0,30.0,,,,,,,,
ARIZONA,4,400753,Ambassador Academy,4.0,,,,,,,,,,,
ARIZONA,4,400754,Imagine Desert West Middle  Inc.,,,,,,,69.0,47.0,69.0,47.0,,
