"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C01_004E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M","S1902_C02_015E"
"9700000US1301290","Cobb County School District, Georgia","242880","3376","86.8","1.1","21.6","1.2","1.0","2.5","0.6","1.1","0.4","14.1","1.0","164112","3751","8.7","1.1","34.5","1.8","35.1","1.8","11.1","1.5","7.9","1.0","2.7","0.7","658090","43","61.9","1.2","26.8","0.7","0.2","0.1","5.0","0.3","0.1","0.1","3.7","0.9","2.3","0.4","12.4","0.4","54.7","0.6","31.2","(X)","32.9","(X)","24.4","(X)","88115","2457","87332","2468","14876","3325","18810","683","9116","1049","3508","1634","27857","4594","101645","3279","48136","5028","87129","8012","132066","20.3","5137","75163","10180","127496","9409","98117","18009","918","38386","1500","25279","1560","31327","11652","33453","4618","N","N","12537","2456","17559","5413","15325","1695","41457","1561","(X)","(X)","(X)","(X)","(X)","(X)","33152"
"9700000US1301410","Columbia County School District, Georgia","42147","1945","83.1","2.5","27.9","3.6","2.6","3.7","1.8","1.4","0.9","27.3","3.6","34736","1730","11.7","2.6","41.1","4.7","31.2","4.4","6.2","1.7","8.3","2.9","1.5","1.1","135416","*****","76.2","0.5","16.9","0.8","0.4","0.5","4.4","0.5","0.0","0.1","0.7","0.4","1.4","0.9","5.9","*****","70.8","0.4","34.0","(X)","35.0","(X)","27.3","(X)","91369","7445","88687","8391","11838","4127","18817","1575","10172","3475","8911","3703","25585","4465","97623","8376","53814","18638","77508","8838","127423","26.9","17739","101517","26708","146028","25214","87034","42973","2374","32130","2732","24338","3744","N","N","36969","11195","N","N","26063","22353","22251","15881","19147","7584","33193","2844","(X)","(X)","(X)","(X)","(X)","(X)","30769"
"9700000US1301500","Coweta County School District, Georgia","47841","1252","79.1","2.5","20.2","2.9","2.2","5.6","1.8","2.3","1.4","17.1","2.3","37436","1679","15.4","3.5","34.6","4.8","31.4","4.1","8.2","2.9","7.7","2.3","2.6","1.4","133180","*****","76.7","1.6","17.4","1.0","0.2","0.1","1.7","0.3","0.0","0.1","1.5","1.5","2.5","1.1","6.8","*****","71.1","1.4","40.4","(X)","41.5","(X)","34.2","(X)","76782","5827","78660","6101","14484","11645","17581","1441","7838","1653","1391","1014","28371","4306","84331","7164","52055","22646","68621","11194","111795","29.5","13940","74256","14204","115664","12509","91219","22637","2061","31067","2491","18790","4994","N","N","23893","14892","N","N","N","N","14142","9698","12462","3935","32725","2704","(X)","(X)","(X)","(X)","(X)","(X)","28221"
"9700000US1301740","DeKalb County School District, Georgia","246948","4117","83.4","1.0","16.9","1.1","1.0","4.4","0.7","2.0","0.5","14.1","0.9","143782","4229","11.8","1.4","36.0","2.2","29.9","2.0","13.4","1.5","6.3","1.1","2.5","0.6","663681","2352","34.7","0.6","55.1","0.7","0.3","0.1","5.7","0.1","0.0","0.1","1.8","0.5","2.4","0.5","9.5","0.2","27.2","0.4","33.4","(X)","35.9","(X)","28.1","(X)","70579","2251","71652","2452","14956","4385","16284","730","9230","957","2157","490","23528","1693","81155","3228","41157","4952","61213","5586","119380","21.5","7382","73684","10803","106276","12669","76896","13960","868","40491","1965","20735","1149","21481","10188","24125","4016","N","N","13914","3321","20235","7049","13062","1279","47992","2369","(X)","(X)","(X)","(X)","(X)","(X)","27644"
"9700000US1301830","Dougherty School District, Georgia","34219","1632","69.6","3.4","10.4","1.9","3.3","9.5","2.2","1.6","0.8","18.9","2.4","21235","1456","23.2","4.4","45.9","5.1","19.8","3.4","4.6","1.9","5.1","2.4","1.4","1.2","92969","*****","29.1","0.7","67.7","0.7","0.1","0.1","0.8","0.2","0.0","0.1","0.7","0.5","1.7","0.9","2.5","*****","27.4","0.5","45.4","(X)","41.7","(X)","35.4","(X)","45778","4290","46393","6271","19291","11039","16464","1242","7933","1569","1917","1293","22611","4241","52956","6622","24665","5547","44362","12536","94765","30.9","17895","62793","13280","82221","22138","73943","8879","1615","28588","4730","13454","1266","N","N","18372","9710","N","N","N","N","10793","11154","9309","4725","29895","4924","(X)","(X)","(X)","(X)","(X)","(X)","17854"
"9700000US1301860","Douglas County School District, Georgia","46770","1768","87.0","2.4","13.2","2.4","2.2","4.7","1.9","2.4","1.1","15.3","2.2","33108","2171","12.2","2.8","33.1","4.4","28.8","4.5","11.5","3.0","8.6","2.8","5.8","2.7","136379","*****","51.2","1.5","41.4","1.2","0.0","0.1","1.9","0.1","0.0","0.1","3.3","1.4","2.1","1.2","8.9","*****","46.0","0.2","34.5","(X)","36.8","(X)","25.4","(X)","63041","4223","61292","4775","7470","3938","18254","1374","5480","841","4533","2651","20138","2907","70145","5070","36370","6966","48899","7616","95002","23.3","8772","72240","14911","116594","18812","66377","17905","1413","25615","1967","19172","2501","N","N","46557","18031","N","N","11845","3086","8529","7474","11363","2654","27162","1974","(X)","(X)","(X)","(X)","(X)","(X)","22513"
"9700000US1302130","Fayette County School District, Georgia","37885","1172","79.2","2.7","31.1","3.3","2.4","2.6","1.2","0.7","0.7","26.0","3.2","30346","1560","15.4","2.5","32.0","4.6","37.6","4.3","7.0","2.3","6.5","1.9","1.5","1.0","108365","*****","71.8","0.8","19.0","1.3","0.8","0.7","4.4","0.4","0.2","0.4","0.6","0.6","3.1","1.2","6.9","*****","65.8","0.1","34.7","(X)","34.5","(X)","27.8","(X)","95483","4952","93042","5537","11850","5138","20683","1438","9419","2059","N","N","35588","10444","105796","6240","66561","15256","97655","14125","125224","31.6","9474","90864","15701","131980","18526","151289","52011","2047","35277","2346","35864","5804","29924","12031","30965","7706","N","N","13896","13446","23395","21399","20651","10392","36461","2392","(X)","(X)","(X)","(X)","(X)","(X)","34588"
"9700000US1302220","Forsyth County School District, Georgia","64465","1030","86.2","1.3","28.0","1.9","1.6","2.0","0.7","1.6","0.7","14.1","1.6","51911","1533","8.6","1.4","34.1","2.8","39.4","3.3","8.1","2.0","7.9","1.5","1.8","0.9","195405","*****","84.8","1.3","2.8","0.5","0.1","0.1","8.2","0.3","0.0","0.1","2.0","1.3","2.0","0.7","9.6","*****","77.6","0.1","25.9","(X)","27.0","(X)","20.1","(X)","108283","5043","110185","5168","13848","2998","19501","1339","9491","1807","3717","1036","23412","2963","120224","5697","51508","7028","102825","8307","147977","23.4","10032","104668","47187","155643","19126","86057","17799","1724","38483","1959","21429","5506","N","N","35129","5863","N","N","9948","4970","20176","9546","19556","5773","40034","2045","(X)","(X)","(X)","(X)","(X)","(X)","36751"
"9700000US1302280","Fulton County School District, Georgia","206824","4682","85.4","1.4","23.8","1.4","1.6","2.4","0.6","1.9","0.7","13.9","1.2","135406","3845","9.2","1.1","40.1","2.6","35.4","2.1","8.7","1.4","4.9","1.0","1.8","0.6","566051","51","50.5","1.3","36.9","1.3","0.3","0.1","7.3","0.6","0.0","0.1","1.9","0.7","3.0","0.6","9.4","0.7","44.2","1.0","34.3","(X)","36.6","(X)","28.1","(X)","98890","3648","100313","4299","19824","3282","17403","775","8420","1029","2623","794","26544","3690","121510","5412","66484","12094","99877","7952","157799","19.7","10196","108016","19809","183668","24957","67823","11697","1359","50514","2117","22046","1238","29118","20013","37761","4462","N","N","21640","19824","20406","7868","19304","4013","54428","2476","(X)","(X)","(X)","(X)","(X)","(X)","37540"
"9700000US1302400","Glynn County School District, Georgia","31502","1702","72.4","3.7","21.5","3.2","3.8","5.3","2.2","1.8","1.4","18.8","2.7","20298","1616","20.8","4.1","33.6","6.3","23.0","5.8","11.8","4.6","7.7","3.8","3.1","2.8","81508","*****","68.0","1.8","25.1","1.3","0.4","0.1","0.9","0.6","0.0","0.2","1.7","1.6","3.9","1.7","6.5","*****","64.0","0.3","37.8","(X)","39.3","(X)","29.5","(X)","60189","6342","56632","6831","18241","8460","17575","1328","9965","2129","3979","1081","30226","9116","71044","8427","59770","15862","49759","8625","108773","38.9","14578","64384","19603","93913","35646","66555","51955","2194","29806","3101","12940","1770","22037","18245","38867","23504","N","N","N","N","5275","4047","19833","10278","30223","3158","(X)","(X)","(X)","(X)","(X)","(X)","24401"
"9700000US1302550","Gwinnett County School District, Georgia","265189","4226","89.8","0.7","16.9","1.1","1.0","2.4","0.4","1.9","0.5","11.8","1.0","201198","6548","7.8","0.9","34.0","1.7","37.0","2.6","10.1","1.2","8.3","1.1","2.8","0.7","846331","4236","52.2","1.1","25.8","0.4","0.3","0.1","11.1","0.2","0.1","0.1","8.2","1.1","2.3","0.4","20.3","0.3","40.9","0.4","34.3","(X)","34.3","(X)","26.4","(X)","74677","2015","73549","2037","9373","1403","18407","877","9672","1205","3110","781","21949","1770","80935","2683","34494","3973","59941","3962","102051","17.2","4155","77906","12290","118055","10876","87696","10874","611","29901","1142","20799","1073","22920","14487","20728","1599","16880","14115","11442","1329","16362","4973","12395","885","34358","1311","(X)","(X)","(X)","(X)","(X)","(X)","24676"
"9700000US1302610","Hall County School District, Georgia","48954","1878","81.2","2.4","17.7","2.5","2.0","2.8","1.1","2.5","1.1","14.7","1.7","35863","1887","15.1","2.6","31.0","3.6","35.2","3.5","7.5","2.2","8.2","2.6","3.0","1.4","150624","919","85.6","2.4","4.4","1.0","0.2","0.2","1.5","0.6","0.0","0.1","6.8","2.2","1.5","0.6","25.7","1.7","67.1","1.7","29.3","(X)","32.6","(X)","24.7","(X)","65122","4043","64723","4514","15178","4546","17959","1038","10244","1671","2648","777","25563","3829","72661","5113","43785","7542","52100","6463","98031","27.4","11013","62428","12673","106267","20010","67262","10523","1420","24068","1507","22035","4579","N","N","17639","9402","N","N","8950","2278","20762","18980","10176","1346","27963","1830","(X)","(X)","(X)","(X)","(X)","(X)","22779"
"9700000US1302820","Henry County School District, Georgia","70852","1899","83.8","2.3","15.5","2.1","2.1","4.4","1.6","1.5","0.7","21.6","2.7","54326","2691","10.7","2.1","35.0","4.0","33.6","4.4","10.3","2.6","7.2","2.4","3.2","1.5","211128","*****","53.9","1.0","39.2","1.3","0.1","0.2","3.1","0.4","0.0","0.1","0.9","0.6","2.8","1.1","6.3","*****","49.7","0.1","28.8","(X)","30.5","(X)","21.3","(X)","72369","5033","70170","5323","10815","5576","16718","1059","9477","1181","N","N","24231","3986","79846","5848","48775","8805","57098","7218","104420","26.9","13442","75967","15520","116576","9313","104593","15010","1704","28265","2450","21439","1879","N","N","30167","17440","N","N","15084","11832","12906","5454","14766","2971","29071","2594","(X)","(X)","(X)","(X)","(X)","(X)","25101"
"9700000US1302880","Houston County School District, Georgia","53014","1687","79.0","3.1","14.0","3.2","2.8","3.2","1.3","0.9","0.6","21.5","2.9","35594","2953","18.8","3.2","36.8","5.2","29.8","5.4","8.8","2.6","5.2","2.2","0.6","0.5","146650","324","61.9","1.2","30.5","0.6","0.2","0.3","3.1","0.3","0.0","0.1","2.7","1.4","1.6","0.7","6.5","0.1","58.7","0.2","38.9","(X)","33.7","(X)","29.1","(X)","62419","4388","61669","4610","12509","5124","16627","1665","7346","1772","5425","2999","26979","4065","71562","6183","38096","12224","66285","11135","93352","24.3","11450","60606","16543","122767","14121","78784","23502","1782","27514","2416","17745","2563","N","N","14459","6526","N","N","10394","3532","14518","6385","18895","7354","27664","2348","(X)","(X)","(X)","(X)","(X)","(X)","23430"
"9700000US1303870","Muscogee County School District, Georgia","69812","1872","72.4","2.4","15.2","1.7","1.5","9.4","1.8","0.8","0.3","20.5","1.7","43849","2325","16.1","2.6","42.3","3.7","27.2","3.1","9.0","2.2","4.0","1.5","1.4","1.0","191406","2654","45.2","1.3","46.9","1.1","0.2","0.1","2.2","0.4","0.0","0.1","2.8","1.1","2.7","0.9","6.8","0.4","41.6","1.0","30.8","(X)","31.7","(X)","23.0","(X)","57091","4168","56868","4359","23575","10801","15317","869","8959","1327","2275","971","21394","2770","64325","4352","34653","5921","52219","6344","100367","29.8","9695","54261","8946","89679","12144","63957","11714","1511","31327","3204","14755","1175","13534","8514","25845","10271","N","N","14436","3712","9681","3153","13129","1970","32867","3594","(X)","(X)","(X)","(X)","(X)","(X)","22338"
"9700000US1303930","Newton County School District, Georgia","33490","1362","83.4","2.9","14.6","3.5","2.9","6.8","3.0","3.2","2.2","17.1","3.8","24960","1636","11.9","3.4","36.7","6.2","24.2","5.4","15.5","4.6","5.4","2.5","6.2","3.3","102446","*****","54.7","1.0","42.1","1.4","0.1","0.1","1.3","0.1","0.0","0.2","0.1","0.1","1.8","1.0","4.8","*****","50.6","0.2","30.2","(X)","30.4","(X)","21.6","(X)","66440","5477","64210","6400","11352","6898","17326","1890","10060","2216","2586","694","27369","6816","72558","6840","41771","15131","59995","10254","97860","25.8","16604","66241","10812","102012","16425","97365","12518","1724","23421","2341","22716","3329","N","N","9183","5405","N","N","N","N","10833","8825","20200","11233","24004","2329","(X)","(X)","(X)","(X)","(X)","(X)","22702"
"9700000US1304020","Paulding County School District, Georgia","48447","1642","84.3","2.4","11.5","2.2","2.4","3.4","1.5","1.7","1.0","14.3","2.1","39174","2091","12.0","2.5","32.1","4.8","39.2","4.3","6.4","2.2","8.5","2.7","1.9","1.5","146950","*****","78.5","0.9","16.6","1.9","0.4","0.2","0.7","0.4","0.1","0.1","0.4","0.4","3.3","1.9","5.4","*****","74.4","0.1","34.7","(X)","36.3","(X)","28.5","(X)","68760","5544","69106","6342","14244","11582","19054","1560","7890","1944","N","N","22907","5155","73636","6428","42299","9621","48469","6850","96224","21.0","13658","68949","14369","101479","13353","122601","38268","1734","24108","1921","21627","3246","34304","17098","N","N","N","N","19784","17389","14956","6771","12560","3961","24664","2030","(X)","(X)","(X)","(X)","(X)","(X)","23562"
"9700000US1304380","Richmond County School District, Georgia","70968","2388","71.7","2.4","15.0","1.9","2.0","7.1","1.6","2.3","0.7","21.6","2.3","40334","2473","20.4","2.7","41.7","3.7","19.6","2.8","10.2","2.6","4.7","1.7","3.4","1.5","202003","*****","39.7","0.5","54.1","1.2","0.2","0.1","1.5","0.2","0.2","0.1","0.9","0.4","3.4","1.1","4.5","*****","36.7","0.1","48.0","(X)","47.8","(X)","38.0","(X)","53910","5005","49994","4475","26592","15642","16058","828","8334","1344","1594","471","30248","7881","65324","7492","54898","24652","51637","9497","94290","32.0","12685","59855","8076","108229","22608","86467","31173","1916","31081","4527","15321","1409","19685","11795","24820","17501","1164","890","14593","3831","9041","4374","16560","4073","32275","4939","(X)","(X)","(X)","(X)","(X)","(X)","21466"
"9700000US1304410","Rockdale County School District, Georgia","29150","1147","79.6","2.9","14.1","2.7","3.7","4.2","2.1","1.7","1.3","18.8","3.2","21193","1265","15.8","3.2","37.7","5.7","33.4","5.6","7.0","2.3","5.0","2.3","1.1","1.1","86919","*****","46.1","1.2","49.5","0.6","0.0","0.1","1.9","0.3","0.0","0.2","1.5","1.2","0.9","0.6","10.1","*****","37.8","0.1","26.0","(X)","26.1","(X)","19.6","(X)","61054","4518","60402","4642","15850","13008","16965","1672","7766","1912","N","N","24004","3813","69213","6084","37034","6771","48569","9118","98468","26.9","10512","73431","18205","122430","24918","82162","18561","1397","23680","2355","19541","1744","N","N","25838","11758","N","N","N","N","N","N","10823","2817","26266","2759","(X)","(X)","(X)","(X)","(X)","(X)","21196"
"9700000US1305370","Walker County School District, Georgia","23162","1402","72.3","5.1","14.4","3.0","4.4","6.0","3.1","4.4","2.5","18.2","3.3","15374","1456","18.3","4.4","31.8","6.7","29.9","6.0","8.7","3.4","8.8","3.5","2.5","2.0","63066","1736","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","28.7","(X)","31.2","(X)","22.2","(X)","48047","3534","50473","4147","4444","2073","16362","1585","8638","1210","2235","620","17125","4128","59617","4696","28039","5350","54665","8237","74808","39.6","7077","61326","11989","90827","16101","56270","22511","1193","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18605"
"9700000US1305390","Walton County School District, Georgia","27129","1210","82.0","3.3","14.1","3.0","3.3","3.7","1.5","0.8","1.1","16.5","2.9","20848","1393","N","N","N","N","N","N","N","N","N","N","N","N","81115","1940","N","N","N","N","N","N","N","N","N","N","N","N","N","N","4.1","0.1","78.1","2.0","26.5","(X)","27.0","(X)","20.6","(X)","63167","4490","60053","4565","17335","10293","17084","1656","10733","2913","N","N","26239","7162","71485","5272","N","N","N","N","N","27.7","N","N","N","N","N","N","N","1587","N","N","N","N","N","N","N","N","N","N","N","N","N","N","12136","6441","24437","1877","(X)","(X)","(X)","(X)","(X)","(X)","21989"
"9700000US1305700","Whitfield County School District, Georgia","22100","1483","80.4","3.8","10.1","2.7","3.3","8.4","3.5","0.6","0.6","10.4","2.8","17267","1153","14.6","3.6","39.4","6.0","28.6","5.6","4.3","2.3","8.9","4.2","4.2","2.9","69534","21","92.6","3.0","1.2","0.7","1.1","2.0","0.3","0.3","0.0","0.3","2.3","1.8","2.5","1.5","27.4","3.4","69.6","3.3","25.9","(X)","27.3","(X)","20.1","(X)","51406","4680","52231","5516","6039","2586","18020","2342","9711","1983","N","N","20212","5569","55608","4681","29390","7289","39921","5052","75817","25.6","8842","59400","17871","96331","18706","66375","16723","1525","18265","1694","17922","3023","N","N","N","N","N","N","10544","3595","N","N","9986","1372","20768","2115","(X)","(X)","(X)","(X)","(X)","(X)","17683"
"9700000US1500030","Hawaii Department of Education, Hawaii","450120","4406","80.9","0.7","29.6","1.0","0.6","4.3","0.4","4.0","0.4","22.4","0.8","311203","4720","12.3","0.8","29.8","1.3","32.4","1.4","9.5","0.8","10.5","0.8","5.5","0.6","1404054","*****","25.6","0.3","2.2","0.2","0.2","0.1","37.8","0.8","9.8","0.4","1.0","0.2","23.5","0.8","9.8","*****","23.0","0.1","33.9","(X)","35.1","(X)","28.6","(X)","86783","1817","82773","1801","18790","2874","18086","370","8339","444","3904","386","27748","1369","97904","2151","61095","8210","78988","4224","110546","33.2","3632","89680","7244","143347","5614","136283","8755","558","39122","1220","28878","3747","28004","7959","31843","874","19859","1516","31309","7481","19590","1054","19422","1243","40664","1287","(X)","(X)","(X)","(X)","(X)","(X)","29577"
"9700000US1600360","Boise City Independent School District 1, Idaho","81316","2877","80.0","2.5","23.4","2.2","2.8","4.5","1.5","3.0","1.0","14.9","2.6","46475","2545","12.8","2.8","34.8","3.9","36.9","4.1","8.1","2.0","6.0","1.7","1.4","0.9","194400","6468","87.6","1.4","1.5","0.7","1.2","0.5","3.4","0.9","0.6","0.4","1.5","0.7","4.1","1.2","8.2","1.6","82.1","2.1","26.6","(X)","26.4","(X)","22.0","(X)","68705","5261","70256","5944","13224","2859","16985","819","9955","1301","2262","946","24704","3649","91326","8322","52282","11266","84179","14227","117039","24.3","14295","55053","10742","112323","15705","66119","31096","2157","30928","2367","28035","26971","7008","4531","26855","10235","6828","2266","21329","9390","7338","3191","15818","3572","31850","2470","(X)","(X)","(X)","(X)","(X)","(X)","29199"
"9700000US1600780","Coeur d'Alene School District 271, Idaho","28874","2004","74.9","4.0","21.2","3.6","4.5","4.2","1.7","4.7","2.4","19.4","3.0","19717","1809","N","N","N","N","N","N","N","N","N","N","N","N","73124","4474","N","N","N","N","N","N","N","N","N","N","N","N","N","N","7.0","0.9","88.3","1.5","25.4","(X)","24.7","(X)","19.0","(X)","67576","6834","64127","5894","28138","20320","17782","1314","9342","2698","2820","1752","27869","4628","78329","9040","N","N","N","N","N","34.4","N","N","N","N","N","N","N","2744","N","N","N","N","N","N","N","N","N","N","N","N","N","N","11404","3403","28987","3111","(X)","(X)","(X)","(X)","(X)","(X)","27307"
"9700000US1602100","Meridian Joint School District 2, Idaho","67343","2723","82.3","2.7","24.8","3.2","2.9","1.6","0.7","1.7","0.8","19.0","2.8","52839","3206","11.4","2.6","30.7","4.5","36.9","5.0","8.8","2.9","10.3","2.7","1.9","1.1","194452","9531","93.8","1.4","0.3","0.5","0.2","0.2","2.5","0.9","0.0","0.1","1.7","1.0","1.4","0.6","7.1","1.6","88.7","2.0","31.4","(X)","32.0","(X)","23.8","(X)","78652","4112","79405","4761","11243","3730","19165","1489","10729","2707","2155","1050","24434","3803","86802","4720","45993","8597","73264","9142","103759","24.1","8879","78773","10912","113802","14192","111496","51376","1501","28124","1562","N","N","31997","21290","30170","10763","N","N","8128","4585","21345","12739","18488","4478","28474","1654","(X)","(X)","(X)","(X)","(X)","(X)","27739"
"9700000US1602340","Nampa School District 131, Idaho","28881","1872","79.5","3.7","20.3","4.1","3.4","6.2","2.2","5.5","3.1","16.8","3.8","20948","1686","N","N","N","N","N","N","N","N","N","N","N","N","86312","4657","90.9","3.0","0.7","0.6","0.5","0.4","0.4","0.4","0.0","0.1","4.6","2.5","2.9","1.3","23.4","4.0","72.8","3.8","30.2","(X)","29.7","(X)","23.6","(X)","49754","4057","47080","4116","10596","6144","17473","1743","12821","2568","1513","722","19117","3581","55917","4970","N","N","N","N","N","28.9","N","N","N","N","N","N","N","1560","17762","1645","N","N","N","N","N","N","N","N","10704","5192","8117","4137","12521","2507","18902","1721","(X)","(X)","(X)","(X)","(X)","(X)","17285"
"9700000US1602640","Pocatello School District 25, Idaho","27767","1070","80.7","3.1","21.5","3.4","3.1","7.3","3.1","5.9","2.2","16.1","2.5","18112","1376","11.9","2.8","29.8","4.8","36.9","4.9","9.0","3.6","11.2","3.2","1.0","0.9","76345","1358","89.3","1.4","0.6","0.4","3.2","0.9","1.4","0.5","0.0","0.2","1.9","1.4","3.7","1.4","7.8","0.4","85.0","0.5","25.0","(X)","24.1","(X)","19.4","(X)","58716","4144","58213","4237","10682","8706","18814","1904","10779","3504","672","226","16911","2928","71292","5580","38140","5702","53938","7714","86375","25.4","13413","76849","16222","95415","12855","105581","48810","1514","22750","1740","N","N","17249","4398","11858","8208","N","N","14775","10041","15920","11122","11241","3509","23327","1732","(X)","(X)","(X)","(X)","(X)","(X)","21993"
"9700000US1730270","Oswego Community Unit School District 308, Illinois","23781","1842","90.0","4.2","23.3","4.8","4.2","1.6","1.3","1.1","1.4","13.2","4.0","19716","2047","N","N","N","N","N","N","N","N","N","N","N","N","77942","4976","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","29.5","(X)","27.2","(X)","22.2","(X)","96009","7216","93473","7358","5774","1750","19370","4053","8173","3550","N","N","28989","7565","101457","8244","N","N","N","N","N","19.7","N","N","N","N","N","N","N","2263","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","30994"
"9700000US1731230","Peoria School District 150, Illinois","42003","1940","76.3","2.8","18.5","2.5","3.0","6.8","2.2","3.9","1.4","15.6","2.3","22752","1638","15.2","3.3","43.7","5.5","23.4","4.7","7.7","2.8","7.4","2.5","2.6","1.8","102449","4543","60.3","2.4","29.9","2.0","0.2","0.2","3.7","1.4","0.0","0.1","1.8","0.8","4.0","1.4","5.5","1.0","56.5","2.6","39.0","(X)","40.9","(X)","33.8","(X)","56432","4073","57853","5109","11988","3845","15211","1015","8765","1508","3081","1620","21755","4039","66809","5201","33224","6687","54004","6169","101470","29.5","18465","59335","15118","96510","10415","104889","29738","1852","29866","2942","13610","1493","N","N","24587","8109","N","N","15393","6039","13866","5050","12870","3750","31150","3212","(X)","(X)","(X)","(X)","(X)","(X)","23852"
"9700000US1731740","Plainfield School District 202, Illinois","36574","1836","89.5","2.2","18.0","3.1","2.5","3.0","1.4","0.4","0.5","13.9","3.1","28913","1730","N","N","N","N","N","N","N","N","N","N","N","N","113822","4579","76.9","4.6","8.4","3.3","0.1","0.1","3.4","1.7","0.0","0.1","9.8","4.1","1.5","1.2","N","N","N","N","23.4","(X)","22.7","(X)","17.8","(X)","98226","5096","96673","5867","8580","2952","20015","2124","12901","4260","N","N","31198","6528","103946","5912","N","N","N","N","N","17.8","N","N","N","N","N","N","N","2256","34143","1793","38774","13702","N","N","43473","24359","N","N","12199","3468","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","32329"
"9700000US1734510","Rockford School District 205, Illinois","75417","2297","75.9","1.9","19.5","1.9","1.9","5.0","1.1","4.3","1.2","17.6","1.7","49286","2149","16.6","2.0","39.6","3.7","24.9","3.0","8.2","1.7","8.1","1.8","2.6","0.9","194936","3684","71.6","1.7","16.7","0.9","0.2","0.2","2.3","0.7","0.0","0.1","4.8","1.4","4.4","1.2","15.5","0.8","62.2","1.1","31.3","(X)","32.4","(X)","25.4","(X)","58105","3672","58276","4553","15246","4293","17582","737","10077","1429","4810","2245","21261","2603","65928","5540","33601","3759","48534","5672","95447","31.2","11682","63525","20775","117876","37490","100166","17139","1415","27161","1942","12748","1533","N","N","23627","5991","N","N","11237","2540","7618","2221","14098","3784","28813","2046","(X)","(X)","(X)","(X)","(X)","(X)","23051"
"9700000US1737080","Springfield School District 186, Illinois","49370","1934","74.1","2.6","20.6","2.2","2.5","5.7","1.6","4.7","1.4","24.6","2.5","27218","1675","16.1","2.7","40.9","3.8","25.5","3.2","9.9","2.4","5.5","2.1","2.1","1.2","113883","4591","73.7","1.6","20.3","1.3","0.0","0.1","1.7","0.8","0.1","0.1","1.0","1.0","3.2","1.1","2.9","0.5","71.8","1.4","33.3","(X)","33.3","(X)","29.0","(X)","58919","3025","57879","3874","12790","3658","16257","996","8463","1163","2637","927","28700","3663","71632","5032","41244","8427","53077","6289","102586","29.0","11104","76923","10980","149413","33527","63014","14942","1419","30678","2059","13238","2031","N","N","27196","6498","N","N","N","N","9073","4306","14279","7259","30980","2031","(X)","(X)","(X)","(X)","(X)","(X)","26132"
