"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Iowa","2018","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","1978"
"Annual Survey of School System Finance","Kansas","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","3173205"
"Annual Survey of School System Finance","Kansas","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","3193838"
"Annual Survey of School System Finance","Kansas","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","3265012"
"Annual Survey of School System Finance","Kansas","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","3967809"
"Annual Survey of School System Finance","Kansas","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","3949517"
"Annual Survey of School System Finance","Kansas","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","4016495"
"Annual Survey of School System Finance","Kansas","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","4342795"
"Annual Survey of School System Finance","Kansas","2012","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2013","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2014","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2015","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2016","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2017","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2018","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2012","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","2318329"
