"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Rhode Island","2012","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","11943"
"Annual Survey of School System Finance","Rhode Island","2013","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","13862"
"Annual Survey of School System Finance","Rhode Island","2014","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","14863"
"Annual Survey of School System Finance","Rhode Island","2015","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","16829"
"Annual Survey of School System Finance","Rhode Island","2016","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","17967"
"Annual Survey of School System Finance","Rhode Island","2017","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","20355"
"Annual Survey of School System Finance","Rhode Island","2018","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","13942"
"Annual Survey of School System Finance","Rhode Island","2012","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","33633"
"Annual Survey of School System Finance","Rhode Island","2013","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","35089"
"Annual Survey of School System Finance","Rhode Island","2014","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","37897"
"Annual Survey of School System Finance","Rhode Island","2015","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","50889"
"Annual Survey of School System Finance","Rhode Island","2016","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","45441"
"Annual Survey of School System Finance","Rhode Island","2017","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","128931"
"Annual Survey of School System Finance","Rhode Island","2018","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","125600"
"Annual Survey of School System Finance","Rhode Island","2012","CS","Elementary-secondary education school system total current expenditures","State and Local ","2094785"
"Annual Survey of School System Finance","Rhode Island","2013","CS","Elementary-secondary education school system total current expenditures","State and Local ","2127835"
"Annual Survey of School System Finance","Rhode Island","2014","CS","Elementary-secondary education school system total current expenditures","State and Local ","2152928"
"Annual Survey of School System Finance","Rhode Island","2015","CS","Elementary-secondary education school system total current expenditures","State and Local ","2204789"
"Annual Survey of School System Finance","Rhode Island","2016","CS","Elementary-secondary education school system total current expenditures","State and Local ","2242317"
"Annual Survey of School System Finance","Rhode Island","2017","CS","Elementary-secondary education school system total current expenditures","State and Local ","2309517"
"Annual Survey of School System Finance","Rhode Island","2018","CS","Elementary-secondary education school system total current expenditures","State and Local ","2337880"
"Annual Survey of School System Finance","Rhode Island","2012","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1025628"
"Annual Survey of School System Finance","Rhode Island","2013","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1040407"
"Annual Survey of School System Finance","Rhode Island","2014","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","980418"
"Annual Survey of School System Finance","Rhode Island","2015","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","950934"
"Annual Survey of School System Finance","Rhode Island","2016","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","903268"
"Annual Survey of School System Finance","Rhode Island","2017","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","888068"
"Annual Survey of School System Finance","Rhode Island","2018","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","935862"
