"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_004M"
"9700000US0402690","Dysart Unified District, Arizona","57894","2805","89.5","2.0","N","N","N","N","N","N","N","N","N","N","N","N","15.8","2.5","76.6","3.0","2.3","0.9","36.7","3.1","28.0","3.4","32.9","2.7","44073","2142","44.3","4.1","55.7","4.1","77.5","3.5","16.2","3.2","6.3","2.2","13821","2289","52.5","7.9","46.9","7.0","5.6","2.3","47.5","7.9","38.0","7.8","9.5","3.3","29.0","(X)","30.3","(X)","23.5","(X)","53647","3998","53256","4066","57533","16497","30192","79540","67038","148067","128317","46678","15303","70851","67288","45821","16963","53696","4003","36240","21169","67663","10819","60261","8794","43515","3298","58438","3695","53674","9300","60327","3441","68814","3726","32343","4452","34509","11287","36471","5620","30139","3732","28270","5666","63171","17980","46365","4368","45457","7469","53323","8668","(X)","(X)","(X)","(X)","(X)","(X)","25707"
"9700000US0402860","Flagstaff Unified District, Arizona","32582","1640","83.4","2.4","N","N","8.9","1.5","N","N","N","N","N","N","N","N","13.3","1.6","73.7","2.4","13.1","2.7","32.9","2.9","38.2","2.9","15.7","2.2","20297","1384","N","N","N","N","N","N","N","N","N","N","12285","1423","52.9","5.6","32.8","6.2","20.1","5.5","47.1","5.6","32.2","5.8","14.9","4.5","27.9","(X)","25.4","(X)","26.4","(X)","50950","4704","55375","3838","N","N","33720","N","N","-","**","59167","26276","14208","10557","46302","8349","56019","4116","20093","12340","53553","5585","62451","9749","51372","7911","62161","8544","59707","13816","63311","9139","76749","10941","30918","7485","37875","19368","32245","7082","31134","7855","29878","7903","33558","26343","35038","11257","27580","13832","40630","7892","(X)","(X)","(X)","(X)","(X)","(X)","1783"
"9700000US0402920","Florence Unified School District, Arizona","23120","2079","87.5","4.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","74.6","5.3","N","N","N","N","N","N","N","N","17893","1956","N","N","N","N","N","N","N","N","N","N","5227","1177","61.6","11.5","56.6","12.1","4.9","5.8","38.4","11.5","32.4","10.2","6.0","7.1","30.5","(X)","31.9","(X)","25.8","(X)","55124","5510","56556","5644","52634","39567","45349","N","N","-","**","53757","14074","63469","5179","53533","7983","58319","8927","35107","17631","60038","9742","56244","6153","41413","15785","60573","7288","66314","12164","56763","10545","64842","11499","21350","13080","75401","32463","32595","11554","27936","10092","28576","9844","2,500-","***","49717","8587","46050","16047","52169","2106","(X)","(X)","(X)","(X)","(X)","(X)","35565"
"9700000US0403400","Gilbert Unified District, Arizona","64200","2332","86.3","2.4","N","N","N","N","5.1","1.4","N","N","3.0","1.2","N","N","13.9","2.0","76.0","2.7","2.7","1.0","43.2","3.0","37.0","2.9","17.1","1.9","48071","2330","50.9","3.2","49.1","3.2","80.7","2.6","13.3","2.5","6.0","1.9","16129","1976","56.8","6.2","42.7","5.2","14.1","4.6","43.2","6.2","31.5","5.8","11.7","3.6","27.1","(X)","26.2","(X)","26.6","(X)","73855","3243","73265","3171","N","N","101716","99111","10893","-","**","58059","21546","67981","34098","67770","11176","74161","3669","37741","7100","77067","4246","88287","8170","48528","4223","81030","3041","80637","3787","81878","6934","89084","3328","45207","4675","66250","16236","47205","5512","37290","4957","30857","3468","64046","27576","55194","6789","48276","5554","80200","17766","(X)","(X)","(X)","(X)","(X)","(X)","49315"
"9700000US0403780","Higley Unified District, Arizona","20065","1529","93.7","2.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84.5","4.0","1.7","1.3","48.7","6.4","35.1","5.2","14.6","4.7","16462","1434","N","N","N","N","N","N","N","N","N","N","3603","698","58.8","14.0","41.7","10.4","17.1","8.6","41.2","14.0","34.1","12.8","7.1","6.4","30.4","(X)","31.7","(X)","20.6","(X)","80620","6942","78834","6738","113331","64228","-","144438","144836","-","**","116974","102203","123977","117000","100286","68682","79475","7962","41007","57085","87610","12157","89664","11545","56452","4862","83612","9774","87832","13209","79605","13654","89683","7903","56383","7705","95595","25997","58431","14968","47014","26600","40880","7466","100762","29075","70596","25872","71214","26279","56629","37145","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US0404630","Marana Unified District, Arizona","32895","1896","92.2","2.0","N","N","N","N","N","N","N","N","N","N","N","N","14.9","3.1","79.8","3.9","1.9","1.3","33.8","4.4","42.2","4.5","22.2","3.5","23802","1664","N","N","N","N","N","N","N","N","N","N","9093","1445","48.8","7.8","39.6","7.5","9.1","4.9","51.2","7.8","34.1","7.3","17.1","7.5","25.8","(X)","24.0","(X)","30.6","(X)","63206","4741","63734","5588","52627","22801","60450","57736","42130","-","**","61955","10261","104250","74737","56553","27541","64618","5745","61490","61531","70035","11243","72736","9047","42306","7089","70239","7154","62183","14815","76487","7784","76852","5703","36929","8068","46819","29529","38866","6176","31196","4628","29020","4260","51959","20262","50946","23381","39452","7058","86256","34002","(X)","(X)","(X)","(X)","(X)","(X)","26111"
"9700000US0404970","Mesa Unified District, Arizona","178922","4367","87.1","1.1","3.4","0.8","1.9","0.5","1.8","0.7","N","N","4.2","0.8","1.4","0.4","18.9","1.5","73.4","1.7","4.6","0.9","32.1","1.7","35.5","1.7","27.8","1.3","112336","3608","39.7","2.1","60.3","2.1","68.6","1.9","22.5","2.0","8.9","1.3","66586","3321","53.8","2.8","44.8","3.0","8.9","1.6","46.2","2.8","36.5","3.0","9.8","1.9","34.4","(X)","33.6","(X)","33.1","(X)","42609","2133","44465","2347","30939","7905","26558","47351","36637","48921","780","33074","6151","37068","11504","33386","3068","47219","2332","24710","3099","43899","4262","52988","3295","36217","1813","51772","2061","42373","3680","58614","2698","61172","2393","33528","3387","40182","9450","27755","2269","26117","2239","23432","1649","54873","8581","30636","3694","26112","3624","55096","19455","(X)","(X)","(X)","(X)","(X)","(X)","5045"
"9700000US0405930","Paradise Valley Unified District, Arizona","98064","4304","88.5","1.5","N","N","N","N","3.9","1.2","N","N","2.3","0.8","N","N","9.3","1.6","82.2","1.7","4.9","1.3","35.4","2.2","40.0","2.1","19.7","1.6","60056","3124","42.3","2.9","57.7","2.9","73.0","3.2","19.3","3.2","7.7","1.9","38008","2993","51.2","3.9","42.8","3.7","8.4","2.2","48.8","3.9","34.6","3.8","14.1","3.0","29.9","(X)","31.1","(X)","26.6","(X)","60095","4617","61633","3182","38185","20744","N","64375","35726","-","**","38630","10433","68207","48167","40065","5712","63377","3717","26777","5227","63853","5660","71601","6706","44534","2779","75965","4758","64671","10406","79737","4366","91244","5743","39502","4313","48206","8687","40108","2960","35629","3212","31733","2892","66644","18805","45410","6645","37347","4499","84841","18541","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US0406250","Peoria Unified School District, Arizona","79366","3345","87.3","2.0","4.3","1.2","N","N","N","N","N","N","N","N","N","N","14.7","2.0","74.9","2.3","3.5","1.1","31.4","2.6","41.3","2.9","23.8","1.7","54252","2427","45.6","3.4","54.4","3.4","71.9","3.6","19.4","2.9","8.7","2.6","25114","2567","52.7","5.2","45.9","4.8","6.9","2.2","47.3","5.2","35.5","5.1","11.7","3.3","27.4","(X)","28.1","(X)","25.2","(X)","56563","2603","57373","4069","44661","5572","62835","81164","42904","-","**","40777","18996","73904","19646","51275","6902","58805","4491","35304","16244","66500","9462","65705","4215","37093","2506","65867","3733","66735","13441","65709","2993","81081","4373","37679","4111","43328","10830","36856","6320","31849","5809","26785","4157","81963","17370","46356","8632","33995","5530","75244","12598","(X)","(X)","(X)","(X)","(X)","(X)","49496"
"9700000US0407570","Scottsdale Unified District, Arizona","102272","3460","92.7","1.6","N","N","N","N","3.1","0.9","N","N","N","N","N","N","7.7","1.7","85.9","1.8","3.4","1.0","34.0","2.5","36.0","2.4","26.5","1.8","55024","2598","37.4","3.1","62.6","3.1","77.0","2.7","14.6","2.7","8.5","2.1","47248","2948","54.1","3.9","43.3","3.7","10.8","2.6","45.9","3.9","35.3","3.9","10.6","2.5","32.5","(X)","31.3","(X)","33.5","(X)","65693","4858","68295","5113","42115","18106","46764","65620","26027","43006","23311","40265","29600","87690","78871","69729","11171","67163","5872","40374","29532","69360","8561","84200","10134","45122","5067","90791","4309","94537","18991","90390","6501","101536","6938","41068","3472","90720","19779","45827","4066","40798","2711","36690","4192","70625","22036","54327","6722","45095","9831","86884","38180","(X)","(X)","(X)","(X)","(X)","(X)","17712"
"9700000US0407750","Deer Valley Unified District, Arizona","88658","3731","89.4","1.6","N","N","N","N","4.6","0.9","N","N","N","N","N","N","8.5","1.5","82.7","1.9","2.9","1.2","39.4","2.8","42.1","2.5","15.6","1.8","64359","3335","48.9","3.3","51.1","3.3","78.1","2.5","12.9","2.0","8.9","2.0","24299","2357","50.2","4.9","43.0","5.5","7.2","2.2","49.8","4.9","37.7","5.1","12.1","3.8","25.5","(X)","26.6","(X)","20.8","(X)","67631","3203","67883","3342","62854","21671","72210","72998","15039","-","**","N","N","40922","13492","57943","10436","68350","3208","28963","8485","67755","6454","75487","5837","45089","8353","76237","4358","78889","4391","72314","4937","84450","5945","37616","4841","52319","16862","41056","2066","36382","4456","34490","7008","57031","17112","50173","6757","41462","4877","76679","19320","(X)","(X)","(X)","(X)","(X)","(X)","53379"
"9700000US0408170","Sunnyside Unified District, Arizona","25176","1677","67.0","4.4","N","N","N","N","N","N","N","N","25.8","4.4","N","N","72.7","4.0","21.5","3.1","6.2","2.1","40.1","4.6","38.2","4.3","15.4","2.4","18486","1687","55.4","5.5","44.6","5.5","60.8","5.7","29.3","4.9","9.9","3.0","6690","918","45.3","9.9","37.7","9.5","7.6","4.2","54.7","9.9","44.4","9.9","10.3","6.0","25.7","(X)","29.5","(X)","15.4","(X)","30633","2187","31346","2865","45316","22831","25917","64006","13031","-","**","27784","5740","N","N","29039","2568","36854","6987","21880","6358","30838","3815","32732","4673","29559","8575","33581","3847","29004","3564","41456","5459","41884","6297","24095","4728","24967","10627","18778","3891","15927","2639","15311","2792","19630","61396","22595","5064","18225","4308","50795","27800","(X)","(X)","(X)","(X)","(X)","(X)","24385"
"9700000US0408800","Tucson Unified District, Arizona","187433","4456","79.4","1.5","4.4","0.6","2.6","0.5","2.3","0.5","N","N","8.6","1.2","2.6","0.5","30.7","1.4","59.3","1.6","7.9","1.0","31.6","1.4","37.0","1.4","23.5","1.0","105319","3971","39.4","2.2","60.6","2.2","67.2","2.2","23.8","1.9","9.0","1.5","82114","4377","52.6","2.8","42.7","2.4","9.9","1.9","47.4","2.8","35.5","2.4","11.9","2.1","26.2","(X)","26.9","(X)","24.3","(X)","38720","1466","41151","1836","33474","10524","28329","32188","8959","76187","26993","28060","5918","35224","13747","32936","2604","45120","2548","16708","4380","40185","3235","48223","3511","37685","2289","49183","2471","40120","5048","54191","3592","61399","3189","24967","2880","34942","6524","26891","1340","25459","1882","22831","2061","47843","12763","28452","1990","26291","2722","38160","5916","(X)","(X)","(X)","(X)","(X)","(X)","8731"
"9700000US0499997","School District Not Defined, Arizona","36881","2436","92.8","1.4","N","N","4.1","0.8","N","N","N","N","N","N","N","N","N","N","89.9","2.0","0.2","0.2","2.0","0.8","18.1","2.7","79.7","2.7","20920","1771","N","N","N","N","N","N","N","N","N","N","15961","1993","74.0","4.6","70.9","4.8","3.2","1.7","26.0","4.6","21.7","4.3","4.2","2.3","32.1","(X)","27.9","(X)","37.6","(X)","38216","2681","38468","2848","46176","13947","38575","19158","12787","-","**","N","N","37130","16525","26607","14521","38848","2848","46169","41978","34310","12034","41286","3985","37158","3254","46268","2435","42572","19236","46424","2348","48476","3586","40029","14716","21285","14082","26777","2457","25839","2638","25349","3001","55727","6254","33387","6997","28384","8452","39743","16770","(X)","(X)","(X)","(X)","(X)","(X)","8638"
"9700000US0503060","Bentonville Public Schools, Arkansas","29633","1440","90.9","1.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88.6","2.0","3.0","1.6","42.6","4.4","38.3","4.5","16.1","2.6","21779","1246","N","N","N","N","N","N","N","N","N","N","7854","1058","55.8","9.7","47.4","10.7","8.4","4.9","44.2","9.7","29.5","7.9","14.8","7.1","26.1","(X)","28.0","(X)","20.9","(X)","65160","6694","61885","4727","N","N","81339","88265","15062","-","**","80337","19710","100764","68238","76775","25811","61896","4959","27626","22434","73762","14539","75089","7092","46603","4245","78429","6010","90488","4129","68271","9052","85530","7809","31980","16890","63750","71265","37993","11204","31217","6746","29067","5402","66250","36429","45795","10515","42309","11136","58996","19474","(X)","(X)","(X)","(X)","(X)","(X)","8177"
"9700000US0504590","Conway Public Schools, Arkansas","28550","1592","80.8","2.5","15.6","2.4","N","N","N","N","N","N","N","N","N","N","N","N","78.0","2.9","14.2","2.7","38.3","3.3","32.2","3.3","15.2","2.5","18224","1581","N","N","N","N","N","N","N","N","N","N","10326","1225","51.9","7.7","38.2","7.6","13.7","4.9","48.1","7.7","34.3","8.2","13.8","6.1","23.0","(X)","21.6","(X)","25.4","(X)","46764","4252","50384","6476","40055","14713","-","45965","4650","-","**","-","**","51988","48313","32169","26619","50885","6018","15066","3871","46990","5337","70991","15331","38992","22133","62127","6190","55289","17127","75206","10824","74338","8284","25705","6549","45156","12736","21757","3388","20656","3734","19717","3978","22578","5349","23496","7889","21307","7094","31159","22354","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US0506120","Fayetteville School District, Arkansas","35443","2569","84.3","3.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83.3","4.0","18.6","3.4","39.4","3.8","27.5","3.6","14.5","2.9","17796","1680","N","N","N","N","N","N","N","N","N","N","17647","2439","47.8","5.5","35.9","6.0","12.0","3.3","52.2","5.5","35.6","6.4","16.5","5.7","13.3","(X)","16.4","(X)","10.2","(X)","38831","4652","37590","5742","24028","17820","N","N","N","-","**","59314","12902","N","N","42334","26298","37225","5750","11578","5861","41305","4685","56427","4559","50616","9286","59729","7692","56262","16211","61678","8197","73691","10264","35095","19062","40709","22145","21193","2923","20633","2620","21896","2652","13975","8395","22151","8408","19395","5908","38831","14943","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US0506330","Fort Smith Public Schools, Arkansas","36407","1319","79.4","2.1","8.9","1.8","N","N","N","N","N","N","N","N","N","N","10.7","1.8","71.1","2.3","5.6","2.0","36.1","3.5","34.8","3.1","23.6","2.4","21565","1408","N","N","N","N","N","N","N","N","N","N","14842","1641","56.8","6.4","53.9","6.4","2.9","2.0","43.2","6.4","37.8","6.4","5.4","3.9","19.6","(X)","16.6","(X)","22.8","(X)","35207","3283","35309","3322","20575","8684","51094","39281","5574","-","**","54202","24964","36487","18998","28560","7351","37391","4573","16641","5794","35180","5471","45202","11877","28465","4862","44090","4787","35374","4089","54584","5405","59437","4591","20139","3858","31010","3793","22052","5106","20457","4905","19995","5186","29943","19618","26730","12183","22740","11317","59928","52495","(X)","(X)","(X)","(X)","(X)","(X)","27798"
"9700000US0509000","Little Rock School District, Arkansas","74163","2897","55.6","2.4","41.3","2.3","N","N","N","N","N","N","N","N","N","N","5.0","1.3","52.1","2.5","5.7","1.5","35.5","2.6","38.4","2.7","20.4","1.9","40059","2045","35.6","3.3","64.4","3.3","58.7","4.1","32.4","3.5","8.9","2.5","34104","2893","54.3","4.3","48.9","4.5","5.4","2.0","45.7","4.3","37.7","4.8","7.9","2.6","28.3","(X)","29.5","(X)","25.4","(X)","43853","3722","61805","3795","30090","3990","N","48239","29744","-","**","2,500-","***","N","N","27356","14772","63909","3667","17176","6097","42531","5306","49300","2593","42480","7371","56777","6018","56840","12916","56763","6750","75222","5226","30314","7027","42164","15158","30954","1959","30046","4358","28351","4723","43434","26273","32516","6008","31216","4398","45791","11960","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US0511850","Pulaski County Special School District, Arkansas","57821","2434","74.7","2.9","21.2","2.8","N","N","N","N","N","N","N","N","N","N","N","N","71.9","2.9","3.8","1.3","31.5","3.2","43.5","2.7","21.2","1.9","38213","2105","37.8","3.9","62.2","3.9","75.0","3.3","18.2","2.9","6.8","2.1","19608","2258","55.9","5.6","48.9","5.9","7.0","2.7","44.1","5.6","39.3","5.9","4.8","2.9","36.4","(X)","33.3","(X)","41.2","(X)","48502","3410","50077","3400","37887","5531","-","52453","51042","-","**","2,500-","***","66722","45410","41622","14851","50693","3284","20733","7872","53270","6795","53961","5711","37469","6475","58753","6181","58046","13733","59150","7596","72793","6833","31595","2857","42420","13767","27381","5752","25198","6310","22248","3612","54828","18781","31020","6273","28491","6713","82820","40830","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US0511970","Rogers Public Schools, Arkansas","31052","1890","90.7","2.8","N","N","N","N","N","N","N","N","N","N","N","N","17.3","2.6","76.9","2.9","6.6","2.1","37.7","4.3","37.5","4.4","18.2","2.5","21757","1633","N","N","N","N","N","N","N","N","N","N","9295","1330","46.4","9.1","40.0","8.7","6.5","3.5","53.6","9.1","42.6","8.8","11.0","4.8","23.7","(X)","24.1","(X)","21.3","(X)","49435","3231","48344","3741","90143","24531","26503","85821","24949","-","**","42778","34959","47969","10865","38398","7883","50179","3069","40050","12969","50989","2358","54456","8300","39755","3944","55983","4561","51647","8947","58948","6827","59959","5198","35796","7687","38265","14524","31305","2022","30005","3992","28273","4275","44418","68217","37581","12410","30848","8330","56875","20832","(X)","(X)","(X)","(X)","(X)","(X)","26014"
