STATE,NAME,YRDATA,TOTALREV,TFEDREV,FEDRCOMP,FEDRSPEC,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRSPEC,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD,DIVISION,REGION,MEAN INCOME
FL,LEON COUNTY SCHOOL DISTRICT,15,333834,34321,8482,7400,9964,8475,148299,69384,23480,3047,52388,151214,126818,107159,0,0,0,20746,3650,349622,303558,177543,48144,163979,101442,27181,113739,9673,22924,4236,19826,57080,25840,36454,0,9610,217091,0,1484,100.0,10.3,2.5,44.4,20.8,45.3,38.0,0.0,6.2,8635.0,5271.0,1429.0,4869.0,3012.0,807,3377.0,287,681,126,589,South Atlantic,South,65213
FL,MANATEE COUNTY SCHOOL DISTRICT,15,474870,52359,11640,13535,18296,8888,168622,66899,19780,3038,78905,253889,222204,193995,0,0,823,26625,4237,446091,420903,224450,66421,251658,137760,39281,131883,18396,19829,3721,23326,66611,37362,14293,0,10895,238583,0,24661,100.0,11.0,2.5,35.5,14.1,53.5,46.8,0.2,5.6,8507.0,4687.0,1387.0,5256.0,2877.0,820,2754.0,384,414,78,487,South Atlantic,South,68846
FL,MARTIN COUNTY SCHOOL DISTRICT,15,197619,17893,4380,4207,5473,3833,34672,5727,1981,317,26647,145054,130521,130314,0,0,18,10423,4092,190132,171624,100116,37240,96299,61683,19691,62740,9157,10275,1895,9874,31539,12585,16681,0,1827,38661,0,3898,100.0,9.1,2.2,17.5,2.9,73.4,66.0,0.0,5.3,8739.0,5241.0,1950.0,5042.0,3229.0,1031,3285.0,479,538,99,517,South Atlantic,South,79652
FL,NASSAU COUNTY SCHOOL DISTRICT,15,105170,9368,1763,2344,3233,2028,38762,17307,4254,1133,16068,57040,48771,48771,0,0,0,4864,3405,104863,94717,57097,17062,53059,35425,10119,35685,3813,6794,1341,5442,18295,5973,10038,0,108,4386,0,422,100.0,8.9,1.7,36.9,16.5,54.2,46.4,0.0,4.6,8408.0,5112.0,1527.0,4750.0,3171.0,906,3195.0,341,608,120,487,South Atlantic,South,74285
FL,OKALOOSA COUNTY SCHOOL DISTRICT,15,281789,27629,5414,7026,6819,8370,120964,56260,14857,3176,46671,133196,111445,110488,0,0,0,17917,3834,291117,280728,156133,50456,176863,105852,32546,86875,8995,11574,2488,19393,44425,16990,8395,0,1994,46144,0,7019,100.0,9.8,1.9,42.9,20.0,47.3,39.5,0.0,6.4,9046.0,5133.0,1659.0,5815.0,3480.0,1070,2856.0,296,381,82,638,South Atlantic,South,70955
FL,ORANGE COUNTY SCHOOL DISTRICT,15,2108138,213259,59251,39932,71281,42795,757590,328432,68604,14310,346244,1137289,988663,779432,0,0,595,60276,87755,2064323,1808798,978921,338998,1025668,598724,196439,662798,54253,217557,16113,109400,265475,120332,195219,0,60306,1304134,0,28789,100.0,10.1,2.8,35.9,15.6,53.9,46.9,0.0,2.9,9258.0,5108.0,1769.0,5352.0,3124.0,1025,3458.0,283,1135,84,571,South Atlantic,South,72213
FL,OSCEOLA COUNTY SCHOOL DISTRICT,15,546926,58307,13222,10238,25041,9806,282217,138517,29261,7465,106974,206402,150400,137720,0,0,324,21169,34509,533436,492781,264658,82694,293200,160932,48371,160326,22697,33636,4172,22518,77303,39255,27793,0,12862,255504,12005,18474,100.0,10.7,2.4,51.6,25.3,37.7,27.5,0.1,3.9,8129.0,4462.0,1394.0,4943.0,2713.0,815,2703.0,383,567,70,380,South Atlantic,South,59829
FL,PALM BEACH COUNTY SCHOOL DISTRICT,15,1955698,186292,47486,38881,60356,39569,485667,152894,39566,6008,287199,1283739,1092210,1092160,0,0,456,130731,60342,1950175,1804989,989901,312794,1121154,632758,193197,557010,55806,116513,15826,96772,272093,126825,69717,0,75469,1735740,0,75409,100.0,9.5,2.4,24.8,7.8,65.6,55.8,0.0,6.7,9403.0,5305.0,1676.0,6008.0,3391.0,1035,2985.0,299,624,85,519,South Atlantic,South,87061
FL,PINELLAS COUNTY SCHOOL DISTRICT,15,1004639,124690,33305,30554,36104,24727,340990,137401,36362,5059,162168,538959,494075,494075,0,0,692,26269,17923,1061053,963324,581976,178864,573393,378584,110048,312803,40998,53844,7500,55156,155305,77128,96880,0,849,16056,0,3019,100.0,12.4,3.3,33.9,13.7,53.6,49.2,0.1,2.6,9065.0,5608.0,1724.0,5525.0,3648.0,1060,3014.0,395,519,72,532,South Atlantic,South,68978
FL,POLK COUNTY SCHOOL DISTRICT,15,941756,125314,30303,20644,39801,34566,509306,253850,55248,15758,184450,307136,234193,195903,0,0,0,56356,16587,935780,890286,452030,145598,571703,302657,92829,258364,37182,46973,6694,39124,128391,60219,30796,0,14698,322925,0,33691,100.0,13.3,3.2,54.1,27.0,32.6,24.9,0.0,6.0,8820.0,4533.0,1460.0,5733.0,3035.0,931,2591.0,373,471,67,392,South Atlantic,South,57817
FL,PUTNAM COUNTY SCHOOL DISTRICT,15,104937,19167,6373,2720,5817,4257,56440,26905,8044,1618,19873,29330,25163,25163,0,0,0,3052,1115,107493,103470,61238,14677,57329,36882,8428,39844,5006,7424,1772,6177,19465,6297,3947,0,76,2326,0,611,100.0,18.3,6.1,53.8,25.6,28.0,24.0,0.0,2.9,9358.0,5540.0,1328.0,5187.0,3337.0,763,3605.0,453,672,160,559,South Atlantic,South,43743
FL,SANTA ROSA COUNTY SCHOOL DISTRICT,15,236123,22458,4041,5189,6640,6588,124006,66434,16314,4061,37197,89659,71341,63536,0,0,0,15388,2930,235791,219727,121285,31724,125541,87736,22732,75170,9890,15564,2012,13395,34309,19016,14160,0,1904,41679,20520,21809,100.0,9.5,1.7,52.5,28.1,38.0,30.2,0.0,6.5,8057.0,4606.0,1205.0,4768.0,3332.0,863,2855.0,376,591,76,509,South Atlantic,South,75692
FL,SARASOTA COUNTY SCHOOL DISTRICT,15,511010,38826,7986,9777,11426,9637,75732,11498,3076,593,60565,396452,365289,347995,0,0,493,21598,9072,533998,456301,253765,78185,284552,164253,47937,143389,25655,18612,4095,17863,77164,28360,69063,0,8634,159733,0,16396,100.0,7.6,1.6,14.8,2.3,77.6,71.5,0.1,4.2,10620.0,6055.0,1865.0,6789.0,3919.0,1144,3421.0,612,444,98,426,South Atlantic,South,79881
FL,SEMINOLE COUNTY SCHOOL DISTRICT,15,593387,52273,11677,14011,18278,8307,285289,137220,31003,6778,110288,255825,224276,215928,0,0,53,22118,9378,589977,541012,321497,100630,337209,225610,67121,169976,24091,21855,4828,30950,88252,33827,40831,0,8134,174915,0,16737,100.0,8.8,2.0,48.1,23.1,43.1,37.8,0.0,3.7,8121.0,4861.0,1522.0,5099.0,3411.0,1015,2570.0,364,330,73,468,South Atlantic,South,78043
FL,VOLUSIA COUNTY SCHOOL DISTRICT,15,595156,69002,24838,14510,19370,10284,255682,112522,37621,5866,99673,270472,239685,203540,0,0,367,21339,9081,576168,534669,307212,103027,322156,203423,65368,182938,22893,37538,4455,36135,81917,29575,24721,0,16778,336343,0,39549,100.0,11.6,4.2,43.0,18.9,45.4,40.3,0.1,3.6,8574.0,4973.0,1668.0,5215.0,3293.0,1058,2961.0,371,608,72,585,South Atlantic,South,59045
GA,FORSYTH COUNTY SCHOOL DISTRICT,15,392689,15398,2419,6062,4774,2143,169346,113080,25691,0,30575,207945,180235,145898,0,16082,0,8226,3402,399950,339288,216692,81552,228739,158693,61789,93595,13795,9269,933,19194,50404,16954,46750,151,13761,355810,109178,34680,100.0,3.9,0.6,43.1,28.8,53.0,45.9,4.1,2.1,7955.0,5106.0,1922.0,5390.0,3740.0,1456,2206.0,325,218,22,452,South Atlantic,South,112538
ID,POCATELLO SCHOOL DISTRICT 25,15,87729,12105,2669,2729,3380,3327,58457,46474,67,2017,9899,17167,15178,15178,0,0,0,1698,291,85226,80385,49220,18030,50222,34795,12554,25249,4278,4657,1215,4226,10873,4914,4634,0,207,6540,2379,4493,100.0,13.8,3.0,66.6,53.0,19.6,17.3,0.0,1.9,6256.0,3833.0,1404.0,3911.0,2710.0,978,1966.0,333,363,95,329,Mountain,West,53591
ID,NAMPA SCHOOL DISTRICT 131,15,113076,15652,5975,2674,5980,1023,78084,56627,448,4033,16976,19340,15959,15959,0,0,0,1044,2337,101097,93652,51149,19031,54922,37020,13546,31898,5059,2537,899,5859,17544,6832,2070,0,5375,116250,0,5275,100.0,13.8,5.3,69.1,50.1,17.1,14.1,0.0,0.9,5982.0,3267.0,1216.0,3508.0,2365.0,865,2037.0,323,162,57,374,Mountain,West,52975
IL,CHAMPAIGN COMMUNITY UNIT SCHOOL DISTRICT 4,15,155663,12487,2995,2572,3318,3602,50001,8883,6054,2220,32844,93175,82544,82544,0,450,69,8865,1247,157859,146551,71082,48768,82407,45259,30790,58734,8084,10401,2680,9164,28405,5410,5735,503,5070,107603,0,3630,100.0,8.0,1.9,32.1,5.7,59.9,53.0,0.3,5.7,14585.0,7145.0,4902.0,8284.0,4550.0,3095,5904.0,813,1046,269,921,East North Central,Midwest,73362
IL,INDIAN PRAIRIE COMMUNITY UNIT SCHOOL DISTRICT 204,15,420774,9319,1580,3988,2394,1357,130939,25242,11867,6383,87447,280516,267098,267098,0,0,560,11694,1164,389042,364693,192792,119660,248906,151070,93524,108567,25180,12897,4792,20937,44761,7220,12630,742,10977,322328,60453,16572,100.0,2.2,0.4,31.1,6.0,66.7,63.5,0.1,2.8,12631.0,6806.0,4224.0,8548.0,5333.0,3302,3833.0,889,455,169,739,East North Central,Midwest,127613
IL,NAPERVILLE COMMUNITY UNIT DISTRICT 203,15,309489,8739,868,5397,1158,1316,65012,6876,7635,4444,46057,235738,224380,224380,0,558,178,7578,3044,290794,270783,146017,91728,161273,95657,57083,104449,21951,15419,5414,15063,46602,5061,12632,5738,1641,33500,0,1880,100.0,2.8,0.3,21.0,2.2,76.2,72.5,0.2,2.4,15972.0,8631.0,5422.0,9533.0,5654.0,3374,6174.0,1298,911,320,890,East North Central,Midwest,132966
IL,COMMUNITY UNIT SCHOOL DISTRICT 200,15,219499,7645,1087,3092,1618,1848,63804,6346,7132,3432,46894,148050,141003,141003,0,0,174,4545,2328,207146,190286,101557,62019,119169,73832,42674,67874,17547,5559,2624,12872,29272,3243,7260,1570,8030,174608,0,9513,100.0,3.5,0.5,29.1,2.9,67.4,64.2,0.1,2.1,14058.0,7745.0,4730.0,8703.0,5631.0,3255,5176.0,1338,424,200,982,East North Central,Midwest,115172
IL,COMMUNITY UNIT SCHOOL DISTRICT 300,15,300652,17690,2807,4625,5825,4433,93904,25587,8663,6140,53514,189058,174943,174943,0,6864,19,4980,2252,281516,238565,119403,79506,140365,81643,52184,90882,21382,7898,3595,17804,40203,7318,11879,16384,14688,347468,5000,18523,100.0,5.9,0.9,31.2,8.5,62.9,58.2,2.3,1.7,11435.0,5723.0,3811.0,6728.0,3913.0,2501,4356.0,1025,379,172,853,East North Central,Midwest,90659
IL,AURORA WEST UNIT SCHOOL DISTRICT 129,15,175236,12525,3101,2524,4464,2436,73988,34349,6031,3720,29888,88723,85393,85393,0,194,92,2129,915,168881,155186,79261,45261,98845,58178,31947,51491,10649,3570,2144,6312,28816,4850,4339,5295,4061,144905,56630,9410,100.0,7.1,1.8,42.2,19.6,50.6,48.7,0.2,1.2,12227.0,6272.0,3581.0,7821.0,4603.0,2528,4074.0,843,282,170,499,East North Central,Midwest,74499
IL,OSWEGO COMMUNITY UNIT SCHOOL DISTRICT 308,15,237278,5554,1199,589,2820,946,95796,43784,4495,6388,41129,135928,126271,126271,0,844,0,7641,1172,219909,185552,96686,57575,109946,67232,37740,70732,8102,6187,3508,10364,42571,4874,6242,15178,12937,387774,16314,36945,100.0,2.3,0.5,40.4,18.5,57.3,53.2,0.4,3.2,10211.0,5398.0,3215.0,5996.0,3754.0,2107,3949.0,452,345,196,579,East North Central,Midwest,116187
IL,WAUKEGAN COMMUNITY UNIT SCHOOL DISTRICT 60,15,236275,20036,4942,4230,6958,3906,158109,86889,5422,3771,62027,58130,56623,56623,0,190,0,1008,309,235460,223323,114418,71076,125935,73363,44001,89700,23940,14417,3427,11257,36659,7688,6076,14,6047,46313,130,3431,100.0,8.5,2.1,66.9,36.8,24.6,24.0,0.1,0.4,13045.0,6714.0,4171.0,7390.0,4305.0,2582,5263.0,1405,846,201,661,East North Central,Midwest,57785
IL,DECATUR SCHOOL DISTRICT 61,15,110238,12494,7099,0,3621,1774,58560,37770,1217,1991,17582,39184,30657,30657,0,5501,155,1017,1854,128853,110054,41765,26143,43781,23018,14535,61207,4103,5485,3470,6693,41456,5066,4518,10265,4016,86330,0,2170,100.0,11.3,6.4,53.1,34.3,35.5,27.8,5.1,0.9,11923.0,4578.0,2866.0,4799.0,2523.0,1593,6709.0,450,601,380,734,East North Central,Midwest,55044
IL,SPRINGFIELD SCHOOL DISTRICT 186,15,215542,23679,7827,4868,8578,2406,86739,35409,7278,4412,39640,105124,97568,97568,0,550,140,2499,4367,211198,195582,105652,62004,105432,66506,36522,75474,14458,6365,10030,10907,33714,14676,9100,3920,2596,69855,0,4475,100.0,11.0,3.6,40.2,16.4,48.8,45.3,0.3,1.2,12505.0,7021.0,4120.0,6833.0,4420.0,2427,5016.0,961,423,667,725,East North Central,Midwest,64385
IL,PLAINFIELD SCHOOL DISTRICT 202,15,327494,10451,2201,3852,3098,1300,128882,65445,10297,7373,45767,188161,176494,176494,0,0,0,9260,2407,301761,274401,152265,78983,178700,114789,58798,89011,17076,6739,5617,15688,43891,6690,8348,5903,13109,338034,50284,21323,100.0,3.2,0.7,39.4,20.0,57.5,53.9,0.0,2.8,9751.0,5416.0,2809.0,6356.0,4083.0,2091,3166.0,607,240,200,558,East North Central,Midwest,101195
IL,ROCKFORD SCHOOL DISTRICT 205,15,443677,42302,15003,8754,11136,7409,237680,95623,13823,13417,114817,163695,154292,154292,0,0,2612,2872,3919,475428,405665,177682,152573,235039,116890,100216,153921,27687,15888,16402,21794,72150,16705,54639,12109,3015,194939,62451,11300,100.0,9.5,3.4,53.6,21.6,36.9,34.8,0.6,0.6,14043.0,6202.0,5325.0,8204.0,4080.0,3498,5372.0,966,555,572,761,East North Central,Midwest,58627
IN,FORT WAYNE COMMUNITY SCHOOLS,15,365529,45386,11263,7245,14106,12772,243940,205498,0,306,38136,76203,56244,56244,0,4869,4347,3624,7119,379508,318207,173646,95171,191662,118746,63072,107025,16006,12842,1808,21349,55020,19520,55258,584,5459,141068,1347,17132,100.0,12.4,3.1,66.7,56.2,20.8,15.4,2.5,1.0,10194.0,5610.0,3075.0,6192.0,3836.0,2038,3458.0,517,415,58,690,East North Central,Midwest,53033
IN,EAST ALLEN COUNTY SCHOOLS,15,99817,8461,0,2064,2703,3694,67119,57674,0,0,9445,24237,18395,18395,0,1801,4,2947,1090,93490,84497,47276,27040,49098,30752,17044,31082,4158,2711,1265,4799,18149,4317,6639,451,1903,42209,9690,7206,100.0,8.5,0.0,67.2,57.8,24.3,18.4,1.8,3.0,9566.0,5375.0,3074.0,5582.0,3497.0,1938,3534.0,473,308,144,546,East North Central,Midwest,62915
IN,MUNCIE COMMUNITY SCHOOLS,15,93102,11104,2508,4378,2686,1532,51555,43816,0,0,7739,30443,10604,10604,0,891,9964,928,8056,86682,75060,36518,25763,51373,25304,20644,19565,3294,3387,583,2905,9396,4122,2655,7396,1571,53955,0,5220,100.0,11.9,2.7,55.4,47.1,32.7,11.4,11.7,1.0,11062.0,5433.0,3833.0,7644.0,3765.0,3072,2911.0,490,504,87,432,East North Central,Midwest,38688
IN,ELKHART COMMUNITY SCHOOLS,15,188937,18679,5447,3340,5733,4159,105115,88378,0,0,16737,65143,35789,35789,0,4121,4114,2586,18533,162091,142680,81288,41982,81710,52900,26600,48001,7286,4569,1218,9182,25746,12969,16127,932,2352,77971,0,14521,100.0,9.9,2.9,55.6,46.8,34.5,18.9,4.4,1.4,10047.0,5903.0,3049.0,5921.0,3842.0,1932,3486.0,529,332,88,667,East North Central,Midwest,56226
IN,NEW ALBANY-FLOYD COUNTY CONSOLIDATED SCHOOLS,15,142710,10100,2173,2900,3475,1552,85798,72974,93,0,12731,46812,29483,29483,0,7174,4832,4129,1194,127940,110823,59048,32455,63775,40263,21495,41290,6162,5501,1109,6670,21848,5758,10810,1696,4611,119271,1178,13397,100.0,7.1,1.5,60.1,51.1,32.8,20.7,8.4,2.9,9851.0,5270.0,2896.0,5692.0,3593.0,1918,3685.0,550,491,99,595,East North Central,Midwest,71814
IN,CARMEL CLAY SCHOOLS,15,187763,4948,368,2988,1293,299,105682,87781,0,0,17901,77133,52079,52079,0,6082,0,10325,8647,170057,148845,87151,42194,88224,57976,28607,52967,7984,3741,908,7670,32664,7654,14919,294,5999,144640,18080,12160,100.0,2.6,0.2,56.3,46.8,41.1,27.7,3.2,5.5,9313.0,5462.0,2645.0,5526.0,3634.0,1793,3320.0,500,234,57,481,East North Central,Midwest,151262
IN,HAMILTON SOUTHEASTERN SCHOOLS,15,221806,6076,420,0,1879,3777,133988,115067,0,0,18921,81742,62629,62629,0,5906,0,8788,4419,195448,168524,91281,56786,102015,62668,37940,57645,9651,5033,2216,9768,30977,8864,11578,346,15000,337773,124920,109695,100.0,2.7,0.2,60.4,51.9,36.9,28.2,2.7,4.0,8014.0,4358.0,2711.0,4870.0,2992.0,1811,2752.0,461,240,106,466,East North Central,Midwest,126328
IN,GARY COMMUNITY SCHOOL CORPORATION,15,101119,14880,6969,1974,805,5132,64389,54310,0,0,10079,21850,13195,13195,0,3287,298,279,4791,96703,90737,50060,23293,47251,31862,14733,38694,4980,5893,1210,5331,21280,4792,3021,41,2904,71264,334,4436,100.0,14.7,6.9,63.7,53.7,21.6,13.0,3.5,0.3,11511.0,6411.0,2983.0,6051.0,4080.0,1887,4955.0,638,755,155,683,East North Central,Midwest,40305
IN,LAKE CENTRAL SCHOOL CORPORATION,15,119066,5089,951,2870,1026,242,67521,56874,3,0,10644,46456,27259,27259,0,2654,11329,4335,879,120434,86058,50219,24952,52425,34153,17040,30221,5944,2848,656,3579,17194,3412,18048,6651,9677,214614,20827,28316,100.0,4.3,0.8,56.7,47.8,39.0,22.9,11.7,3.6,8931.0,5221.0,2594.0,5450.0,3551.0,1771,3142.0,618,296,68,372,East North Central,Midwest,95946
IN,ANDERSON COMMUNITY SCHOOL CORPORATION,15,101131,11341,3220,3002,3456,1663,59076,50737,0,0,8339,30714,16289,16289,0,2157,665,1466,10137,80884,77851,39167,20805,44937,27522,14426,28175,2311,3102,937,3467,18358,4739,1441,390,1202,119030,3380,6315,100.0,11.2,3.2,58.4,50.2,30.4,16.1,2.8,1.4,9128.0,4606.0,2446.0,5284.0,3236.0,1696,3313.0,272,365,110,408,East North Central,Midwest,48698
IN,INDIANAPOLIS PUBLIC SCHOOLS,15,464266,60582,24053,9564,20091,6874,281588,235079,0,0,46509,122096,106631,106621,0,11685,29,951,2800,431974,387825,208367,105716,199234,126836,63785,160853,18898,21880,8406,19353,92316,27738,17884,2775,23490,594709,204935,222000,100.0,13.0,5.2,60.7,50.6,26.3,23.0,2.5,0.2,12014.0,6554.0,3325.0,6266.0,3989.0,2006,5059.0,594,688,264,609,East North Central,Midwest,48123
IN,LAWRENCE TOWNSHIP METROPOLITAN SCHOOL DISTRICT,15,204710,17050,4200,3975,6965,1910,119592,101166,0,0,18426,68068,32575,32575,0,6030,49,5152,24262,168921,155161,86739,45066,95927,59410,30778,50630,4562,4168,2668,8299,30933,8604,12654,10,1096,138261,8499,18540,100.0,8.3,2.1,58.4,49.4,33.3,15.9,3.0,2.5,10371.0,5812.0,3020.0,6428.0,3981.0,2062,3393.0,306,279,179,556,East North Central,Midwest,78905
IN,WASHINGTON TOWNSHIP METROPOLITAN SCHOOL DISTRICT,15,144041,10430,2530,1900,4303,1697,94414,77608,0,0,16806,39197,27855,27855,0,1791,3269,3729,2553,134904,121171,68844,35011,69263,44752,21531,45038,5092,6139,2569,7842,23396,6870,9398,1719,2616,49241,5012,8107,100.0,7.2,1.8,65.5,53.9,27.2,19.3,3.5,2.6,11084.0,6365.0,3237.0,6404.0,4138.0,1991,4164.0,471,568,238,725,East North Central,Midwest,75751
IN,PERRY TOWNSHIP METROPOLITAN SCHOOL DISTRICT,15,185099,14269,0,0,6727,7542,121167,98581,0,0,22586,49663,41037,40932,0,3756,35,2715,2120,170921,148265,83503,46877,83593,54986,27488,56174,5474,7187,1230,8978,33305,8498,16552,104,6000,110679,0,13805,100.0,7.7,0.0,65.5,53.3,26.8,22.2,2.0,1.5,9688.0,5559.0,3121.0,5392.0,3661.0,1830,3740.0,364,478,82,598,East North Central,Midwest,62944
IN,PIKE TOWNSHIP METROPOLITAN SCHOOL DISTRICT,15,146941,12029,2914,2321,5264,1530,91774,76201,63,0,15510,43138,33207,33207,0,2230,2,3414,4285,152643,118141,63534,34808,66433,41371,23003,45239,4790,6578,1350,7715,24806,6469,32180,556,1766,27350,8980,12700,100.0,8.2,2.0,62.5,51.9,29.4,22.6,1.5,2.3,10176.0,5489.0,3007.0,5739.0,3574.0,1987,3908.0,414,568,117,667,East North Central,Midwest,72692
IN,WARREN TOWNSHIP METROPOLITAN SCHOOL DISTRICT,15,158002,19920,4035,2994,6680,6211,101361,86365,0,0,14996,36721,29331,29331,0,2690,1,3488,1211,137302,122606,68421,39929,67423,41808,23844,51950,7660,5042,2402,7355,29491,3233,14553,19,124,62575,2000,13968,100.0,12.6,2.6,64.2,54.7,23.2,18.6,1.7,2.2,9590.0,5464.0,3189.0,5384.0,3339.0,1904,4149.0,612,403,192,587,East North Central,Midwest,50875
IN,WAYNE TOWNSHIP METROPOLITAN SCHOOL DISTRICT,15,221890,24951,4751,6418,9148,4634,138081,111800,0,0,26281,58858,29685,29460,0,3403,7263,3848,14659,210332,190208,102447,59073,105840,71370,31980,69280,9483,5338,1825,5532,47102,15088,10463,6449,3212,252521,3192,13074,100.0,11.2,2.1,62.2,50.4,26.5,13.4,4.8,1.7,12059.0,6648.0,3833.0,6868.0,4631.0,2075,4496.0,615,346,118,359,East North Central,Midwest,46351
IN,MONROE COUNTY COMMUNITY SCHOOL CORPORATION,15,133565,7373,2606,249,2423,2095,79594,67272,0,0,12322,46598,34790,34790,0,2663,1650,5004,2491,128327,110862,62344,31236,57803,37582,18921,45879,5950,6402,634,7312,25581,7180,11885,881,4699,89042,3998,8940,100.0,5.5,2.0,59.6,50.4,34.9,26.0,3.2,3.7,9928.0,5707.0,2859.0,5291.0,3440.0,1732,4199.0,545,586,58,669,East North Central,Midwest,61264
IN,SOUTH BEND COMMUNITY SCHOOL CORPORATION,15,278365,39524,11545,5900,10831,11248,158177,134507,0,0,23670,80664,41893,41893,0,3787,0,1918,33066,225189,209195,109779,65688,119693,72680,43311,76670,10263,11358,1377,10392,43280,12832,7769,905,7320,145574,0,15255,100.0,14.2,4.1,56.8,48.3,29.0,15.0,1.4,0.7,9949.0,5292.0,3167.0,5770.0,3504.0,2088,3696.0,495,548,66,501,East North Central,Midwest,59707
IN,TIPPECANOE SCHOOL CORPORATION,15,141827,5395,1603,0,2747,1045,91393,79284,0,0,12109,45039,31675,31675,0,4014,341,5022,3987,144233,106670,55604,29053,59900,38556,19848,41793,3078,4184,1414,6164,26953,4977,28950,5859,2754,105047,21459,16572,100.0,3.8,1.1,64.4,55.9,31.8,22.3,3.1,3.5,8342.0,4355.0,2275.0,4691.0,3020.0,1554,3273.0,241,328,111,483,East North Central,Midwest,78484
IN,EVANSVILLE-VANDERBURGH SCHOOL CORPORATION,15,295156,28736,9629,6028,7772,5307,182411,148959,0,0,33452,84009,49587,49587,0,4256,754,7551,21861,280644,245503,125157,84787,127303,80247,45151,102822,15059,9062,1664,10962,66075,15378,19603,402,15136,175445,4868,10044,100.0,9.7,3.3,61.8,50.5,28.5,16.8,1.7,2.6,10754.0,5558.0,3765.0,5653.0,3564.0,2005,4566.0,669,402,74,487,East North Central,Midwest,61208
IN,VIGO COUNTY SCHOOL CORPORATION,15,166301,12877,5343,0,5346,2188,118342,102047,74,0,16221,35082,21230,21230,0,3182,1148,2904,6618,160262,139275,76097,41088,84691,51126,28099,47535,7015,6091,1442,6425,26562,7049,15303,3118,2566,53179,9800,7946,100.0,7.7,3.2,71.2,61.4,21.1,12.8,2.6,1.7,8975.0,4908.0,2650.0,5463.0,3298.0,1812,3066.0,452,393,93,414,East North Central,Midwest,54272
IA,WATERLOO COMMUNITY SCHOOL DISTRICT,15,151100,14222,4386,651,4319,4866,90764,67820,38,305,22601,46114,41645,39953,0,187,488,1562,2232,136106,123244,76128,27147,80202,55395,20018,37502,4406,3389,2426,7534,19747,5540,6498,2886,3478,78532,5077,2655,100.0,9.4,2.9,60.1,44.9,30.5,27.6,0.4,1.0,10593.0,6544.0,2333.0,6894.0,4761.0,1721,3223.0,379,291,209,648,West North Central,Midwest,57732
IA,DUBUQUE COMMUNITY SCHOOL DISTRICT,15,142963,8631,1652,573,2353,4053,81502,58602,127,525,22248,52830,44919,43592,0,0,2481,3391,2039,148708,129949,76895,31132,85277,53683,21536,40043,6560,5736,1752,6432,19563,4629,16195,1883,681,47863,15960,1130,100.0,6.0,1.2,57.0,41.0,37.0,31.4,1.7,2.4,11449.0,6775.0,2743.0,7513.0,4730.0,1897,3528.0,578,505,154,567,West North Central,Midwest,68369
IA,IOWA CITY COMMUNITY SCHOOL DISTRICT,15,175971,9199,1972,758,2829,3640,83848,60551,21,223,23053,82924,76046,67737,0,218,1429,2996,2235,189129,141188,92427,29408,93495,67837,21684,41858,4878,6408,1895,6331,22346,5835,44102,3417,422,17975,9430,3735,100.0,5.2,1.1,47.6,34.4,47.1,43.2,0.9,1.7,10289.0,6766.0,2153.0,6844.0,4966.0,1587,3064.0,357,469,139,463,West North Central,Midwest,72524
IA,CEDAR RAPIDS COMMUNITY SCHOOL DISTRICT,15,241163,14242,3518,919,4428,5377,125999,89088,170,758,35983,100922,84205,73417,0,761,4635,8065,3256,229922,192036,134425,33760,115283,87527,20474,65187,5597,13559,3604,13359,29068,11566,23461,9102,5323,125625,65603,56150,100.0,5.9,1.5,52.2,36.9,41.8,34.9,2.2,3.3,10826.0,7740.0,1944.0,6638.0,5040.0,1179,3753.0,322,781,208,769,West North Central,Midwest,70478
IA,DES MOINES INDEPENDENT COMMUNITY SCHOOL DISTRICT,15,462006,49116,11949,8076,15905,13186,273953,211978,32,495,61448,138937,118836,114466,0,10,6015,8211,5865,472625,400020,243647,103946,246409,163526,68672,131929,22881,16430,7081,20886,64651,21682,51174,12650,8781,186140,0,9845,100.0,10.6,2.6,59.3,45.9,30.1,25.7,1.3,1.8,11499.0,7092.0,3026.0,7172.0,4760.0,1999,3840.0,666,478,206,608,West North Central,Midwest,63207
